index,smiles
45,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
46,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
47,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
48,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
49,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
50,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
51,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
52,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
53,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
54,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
55,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
56,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
57,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
58,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
59,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
60,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
61,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
62,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
63,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
64,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
65,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
66,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
67,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
68,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
69,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
70,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
71,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
72,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
73,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
74,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
75,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
76,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
77,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
78,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
79,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
80,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
81,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
82,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
83,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
84,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
85,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
86,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
87,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
88,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
89,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
90,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
91,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
92,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
93,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
94,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
95,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
96,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
97,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
98,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
99,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
100,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
101,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
102,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
103,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
104,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
105,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
106,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
107,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
108,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
109,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
110,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
111,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
112,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
113,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
114,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
115,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
116,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
117,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
118,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
119,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
120,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
121,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
122,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
123,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
124,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
125,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
126,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
127,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
128,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
129,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
130,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
131,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
132,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
133,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
134,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
135,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
136,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
137,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
138,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
139,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
140,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
141,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
142,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
143,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
144,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
145,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
146,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
147,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
148,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
149,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
150,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
151,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
152,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
153,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
154,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
155,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
156,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
157,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
158,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
159,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
160,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
161,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
162,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
163,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
164,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
165,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
166,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
167,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
168,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
169,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
170,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
171,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
172,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
173,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
174,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
175,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
176,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
177,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
178,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
179,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
180,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
181,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
182,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
183,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
184,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
185,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
186,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
187,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
188,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
189,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
190,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
191,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
192,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
193,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
194,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
195,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
196,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
197,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
198,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
199,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
200,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
201,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
202,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
203,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
204,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
205,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
206,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
207,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
208,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
209,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
210,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
211,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
212,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
213,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
214,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
215,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
216,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
217,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
218,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
219,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
220,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
221,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
222,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
223,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
224,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
225,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
226,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
227,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
228,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
229,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
230,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
231,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
232,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
233,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
234,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
235,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
236,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
237,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
238,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
239,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
240,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
241,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
242,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
243,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
244,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
245,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
246,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
247,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
248,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
249,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
250,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
251,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
252,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
253,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
254,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
255,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
256,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
257,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
258,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
259,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
260,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
261,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
262,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
263,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
264,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
265,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
266,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
267,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
268,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
269,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
270,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
271,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
272,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
273,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
274,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
275,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
276,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
277,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
278,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
279,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
280,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
281,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
282,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
283,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
284,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
285,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
286,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
287,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
288,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
289,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
290,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
291,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
292,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
293,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
294,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
295,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
296,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
297,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
298,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
299,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
300,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
301,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
302,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
303,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
304,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
305,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
306,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
307,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
308,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
309,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
310,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
311,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
312,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
313,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
314,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
315,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
316,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
317,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
318,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
319,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
320,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
321,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
322,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
323,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
324,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
325,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
326,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
327,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
328,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
329,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
330,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
331,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
332,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
333,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
334,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
335,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
336,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
337,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
338,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
339,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
340,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
