idx,smiles,hiv,group,img_path
32.0,C=C1CC2(CCOc3ccccc32)OC1=O,0.0,train,../data/images/hiv/32.png
33.0,Oc1ccc(-c2csc(NNC3=NCC(=Cc4ccc5c(c4)OCO5)S3)n2)cc1O,0.0,train,../data/images/hiv/33.png
34.0,CC(C)(C)c1ccc(OCCOc2ccc(C(C)(C)C)cc2NC=O)c(NC=O)c1,0.0,train,../data/images/hiv/34.png
35.0,N=c1nc(NC(=O)C2=Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(O)=N2)[nH][nH]1,0.0,train,../data/images/hiv/35.png
36.0,COc1ccc(NC(C)=O)cc1N1C(=O)C(=Cc2cccc(Oc3ccccc3)c2)S(=O)(=O)C1c1ccccc1,0.0,train,../data/images/hiv/36.png
37.0,CC1=C(C(=O)CC(=O)C(=O)Nc2ccccc2C)Sc2ccccc2N1,0.0,train,../data/images/hiv/37.png
38.0,COc1cc2c(cc1OC)C1C(=O)c3cc4c(cc3C1N(C)C2=O)OCO4,0.0,train,../data/images/hiv/38.png
39.0,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,0.0,train,../data/images/hiv/39.png
40.0,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.0,train,../data/images/hiv/40.png
41.0,O=C1CCC2(CCCCC2)N1,0.0,train,../data/images/hiv/41.png
42.0,COC(=O)c1ccc(Cc2cc(Cc3ccc(C(=O)OC)cc3)cc(Cc3ccc(C(=O)OC)cc3)c2)cc1,0.0,train,../data/images/hiv/42.png
43.0,Cc1ncc2c[n+]([O-])ccn12,0.0,train,../data/images/hiv/43.png
44.0,O=C1OC2=C(c3ccccc3)C(=O)OC2=C1c1ccccc1,0.0,train,../data/images/hiv/44.png
45.0,Cc1cccc(C=NNC(=S)N2CCCC2)n1,0.0,train,../data/images/hiv/45.png
46.0,C[N+]1(C)CC[N+](C)(C)B1[C-](O)O,0.0,train,../data/images/hiv/46.png
47.0,COC(=O)C1CC23CC1(OC(C)=O)CCC2c1ccc(OC)cc1C3=O,0.0,train,../data/images/hiv/47.png
48.0,O=C(O)c1c(CC(Cc2ccc3c(c2)CCCC3)C(=O)O)ccc2c1CCCC2,0.0,train,../data/images/hiv/48.png
49.0,C=C1CN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC(=C)CN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C1,0.0,train,../data/images/hiv/49.png
50.0,Cc1cc(NS(=O)(=O)c2ccc(N=Nc3c(N)n(C)c(=O)n(C)c3=O)cc2)nc(C)n1,0.0,train,../data/images/hiv/50.png
51.0,C[Si](C)(C)OC1(C2=CCCC2)CCCC1CC#N,0.0,train,../data/images/hiv/51.png
52.0,O=C1NC(=O)C(=Cc2ccccc2[N+](=O)[O-])C(=O)N1,0.0,train,../data/images/hiv/52.png
53.0,CN1C(=O)CN2C(Cl)(Cl)C2(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,0.0,train,../data/images/hiv/53.png
54.0,CCNC(=O)C(O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.0,train,../data/images/hiv/54.png
55.0,S=C1NCCO1,0.0,train,../data/images/hiv/55.png
56.0,CC[N+]1(C2=C([O-])C(F)(F)C2=O)CCCCC1,0.0,train,../data/images/hiv/56.png
57.0,CCN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,0.0,train,../data/images/hiv/57.png
58.0,c1ccc([Ge](c2ccccc2)(c2ccccc2)p2p3p([Ge](c4ccccc4)(c4ccccc4)c4ccccc4)p4p2p4p3[Ge](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.0,train,../data/images/hiv/58.png
59.0,Clc1ccc(CN2COc3c(ccc4cccnc34)C2)cc1Cl,0.0,train,../data/images/hiv/59.png
60.0,Cc1cc(Cl)cc(S)c1S(=O)(=O)Nc1nnc2ccc3ccccc3n12,0.0,train,../data/images/hiv/60.png
61.0,COc1cccc2c1[OH+][Cu-5]13(O)([S+]=C(N)[N-][N+]1=C2)[n+]1ccccc1-c1cccc[n+]13,0.0,train,../data/images/hiv/61.png
62.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(N)c1,0.0,train,../data/images/hiv/62.png
63.0,CCN(CC)CC(=O)Nc1ccc(Cl)cc1C(O)c1ccccc1,0.0,train,../data/images/hiv/63.png
64.0,N=C(N)NN=C(c1ccccc1)c1ccccc1,0.0,train,../data/images/hiv/64.png
65.0,COc1cc2c(cc1OC)C1c3ccccc3CN1CC2,0.0,train,../data/images/hiv/65.png
66.0,CCOC(=O)Nn1c(C)cc(C(=O)OC)c1C,0.0,train,../data/images/hiv/66.png
67.0,Cc1cc2c(nn1)-c1ccccc1C2=O,0.0,train,../data/images/hiv/67.png
68.0,CC1CN=C(N(C(=O)Nc2ccccc2)c2ccccc2)S1,0.0,train,../data/images/hiv/68.png
69.0,COc1cc(N)c2nc(C(O)C(O)C(O)CO)cnc2c1,0.0,train,../data/images/hiv/69.png
70.0,COc1ccc(C=C2CCC(C)C3=C(c4ccc(OC)c(OC)c4)C(C#N)=C(N)OC23)cc1OC,0.0,train,../data/images/hiv/70.png
71.0,CC(=O)OC1CC2C(CCC3(C)C(OC(C)=O)CCC23)c2c(OS(=O)(=O)c3ccccc3)ccc(C)c21,0.0,train,../data/images/hiv/71.png
72.0,CCCOc1cnc(C2CCC3C4CC=C5CC(OC(=O)CCC(=O)O)CCC5(C)C4CCC23C)s1,0.0,train,../data/images/hiv/72.png
73.0,CCOC(=O)CSc1cc(C)c2c(N)c(C(=O)OCC)sc2n1,0.0,train,../data/images/hiv/73.png
74.0,FC(F)(F)c1ccc2nc(NCc3ccccc3)c(-c3ccccc3)nc2c1,0.0,train,../data/images/hiv/74.png
75.0,COC(=O)C1(C)CCCC2(C)C3=CC(=O)C4(C(C)C)OC4C3(O)CCC12,0.0,train,../data/images/hiv/75.png
76.0,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCNC5C2)CCN1C,0.0,train,../data/images/hiv/76.png
77.0,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0.0,train,../data/images/hiv/77.png
78.0,O=Cc1c(-c2ccccc2)nc2sc(-c3ccc4c(c3)OCO4)nn12,0.0,train,../data/images/hiv/78.png
79.0,Cn1c2ccccc2n2c3ncccc3c(=NCCCC(=O)O)c(C#N)c12,0.0,train,../data/images/hiv/79.png
80.0,COC(=O)CCC(NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccc(NC(=O)CCCC(C)=O)cc1)C(=O)NC(CCC(=O)OC)C(=O)OC,0.0,train,../data/images/hiv/80.png
81.0,Cc1ccc2[nH]c3nc(O)nc(O)c3c2c1,0.0,train,../data/images/hiv/81.png
82.0,COc1ccc(C(=O)c2ccc(OC)c(S(=O)(=O)N(C)C=O)c2)cc1S(=O)(=O)N(C)C=O,0.0,train,../data/images/hiv/82.png
83.0,Cc1cc(S(=O)(=O)Nc2nc(N)nc(N(C)C)n2)c(SCC(=O)O)cc1Cl,0.0,train,../data/images/hiv/83.png
84.0,O=C(Cc1nc2ccccc2o1)C(=O)Nc1ccc(Cl)cc1Cl,0.0,train,../data/images/hiv/84.png
85.0,O=S(=O)(F)c1ccc(Cl)cc1C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0.0,train,../data/images/hiv/85.png
86.0,COc1ccc(-c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,0.0,train,../data/images/hiv/86.png
87.0,CN(C)c1ccc(C=C(C#N)c2cccc(Br)c2)cc1,0.0,train,../data/images/hiv/87.png
88.0,CCOC(=O)c1ccc(CS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c([N+](=O)[O-])c1,0.0,train,../data/images/hiv/88.png
89.0,N#CC(C=Cc1ccccc1)Nc1ccccc1N,0.0,train,../data/images/hiv/89.png
90.0,COc1ccc(-c2c(C#N)c(N)nc3c2CCS(=O)(=O)c2ccccc2-3)cc1,0.0,train,../data/images/hiv/90.png
91.0,Cn1c(=O)nc2n(-c3cccc(Br)c3)c3ccccc3nc-2c1=O,0.0,train,../data/images/hiv/91.png
92.0,O=C(c1ccco1)N(C(=O)N1CCCCC1)c1ccccc1,0.0,train,../data/images/hiv/92.png
93.0,O=C1CCCCC1CN1CCCC1,0.0,train,../data/images/hiv/93.png
94.0,CC(C)(CC#N)c1cc(CC(C)(C)c2cc(CC(C)(C)c3cc(C(C)(C)C4(C)OCCO4)no3)no2)no1,0.0,train,../data/images/hiv/94.png
95.0,CCOC(=O)N(c1ccccc1)c1cc(=O)n2ccccc2n1,0.0,train,../data/images/hiv/95.png
96.0,O=C(O)CCCCCCCC(O)C(O)CCCCCCCC(=O)O,0.0,train,../data/images/hiv/96.png
97.0,COc1ccc(N2CC(=O)N(C(=O)COc3ccc(OCC(=O)N4C(=O)CN(c5ccc(OC)cc5)C4=S)cc3)C2=S)cc1,0.0,train,../data/images/hiv/97.png
98.0,O=C(Nc1ccc(S(=O)(=O)N=c2ncccn2C(=O)C(C(F)(F)F)C(F)(F)F)cc1)C(C(F)(F)F)C(F)(F)F,0.0,train,../data/images/hiv/98.png
99.0,Cc1cc(NS(=O)(=O)c2ccc(NO)cc2)no1,0.0,train,../data/images/hiv/99.png
100.0,Cc1nc2ccccc2c(=O)n1N1C2CCCC21,0.0,train,../data/images/hiv/100.png
101.0,Oc1ccccc1C=NNC(=S)Nc1cccc2cc3ccccc3nc12,0.0,train,../data/images/hiv/101.png
102.0,O=C1C2ON=C(c3ccncc3)C2C(=O)N1c1ccc(Cc2ccc(N3C(=O)C4ON=C(c5ccncc5)C4C3=O)cc2)cc1,0.0,train,../data/images/hiv/102.png
103.0,CCCCCCCCC=CCCCCCCC(F)C(=O)O,1.0,train,../data/images/hiv/103.png
104.0,Cc1ccccc1Nc1nc(-c2ccccc2)nc(N)c1N=O,0.0,train,../data/images/hiv/104.png
105.0,CCCC[Sn](Cl)(CCCC)SC(=S)NCCNC(=S)S[Sn](Cl)(CCCC)CCCC,0.0,train,../data/images/hiv/105.png
106.0,Cc1cn(C2CC(S(=O)c3ccccc3)C(CO)O2)c(=O)[nH]c1=O,0.0,train,../data/images/hiv/106.png
107.0,COc1ccc(C=C2CSCC(=Cc3ccc(OC)c(OC)c3)C2=O)cc1OC,0.0,train,../data/images/hiv/107.png
108.0,CON=C(C)CCC#Cc1ccccc1C(=O)OC,0.0,train,../data/images/hiv/108.png
109.0,N=C1Nc2ccccc2Sc2nnc(-c3ccc(Cl)cc3)n21,0.0,train,../data/images/hiv/109.png
110.0,Brc1cccc[n+]1Cc1ccccc1C[n+]1ccccc1Br,0.0,train,../data/images/hiv/110.png
111.0,COc1cc(OC)c(CSCC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c(OC)c1,0.0,train,../data/images/hiv/111.png
112.0,COC(=O)N1CCC2(CC=C(C)C)c3ccccc3N(S(=O)(=O)c3ccccc3)C12,0.0,train,../data/images/hiv/112.png
113.0,CN=c1ssc(=NC(=S)N(C)C)n1C,0.0,train,../data/images/hiv/113.png
114.0,O=c1c2ccccc2n2c(-c3ccccc3O)nnc2n1-c1ccccc1,0.0,train,../data/images/hiv/114.png
115.0,O=[N+]([O-])c1cccc2nccc(NCC(O)CO)c12,0.0,train,../data/images/hiv/115.png
116.0,O=C1c2ccccc2C2(Br)C(=O)c3ccccc3C12,0.0,train,../data/images/hiv/116.png
117.0,Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c3ccc(Cl)cc3nc-2c1=O,0.0,train,../data/images/hiv/117.png
118.0,COc1cc(C=Nc2cc(Cl)c(N=O)c(Cl)c2)ccc1N(CCCCl)CCCCl,1.0,train,../data/images/hiv/118.png
119.0,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0.0,train,../data/images/hiv/119.png
120.0,CC(=O)N(CC(=O)C(=O)NNc1ccoc1)c1ccc(Cl)cc1,0.0,train,../data/images/hiv/120.png
121.0,CC(C)CN(CC(C)C)C(=O)C(Br)C(Br)C(=O)O,0.0,train,../data/images/hiv/121.png
122.0,O=c1c(SCc2ccccc2F)c(SCc2ccccc2F)cnn1-c1ccccc1,0.0,train,../data/images/hiv/122.png
123.0,C(=NNc1nnc(-c2nnc(NN=Cc3ccccc3)o2)o1)c1ccccc1,0.0,train,../data/images/hiv/123.png
124.0,CC1(c2nc3ccccc3[nH]2)CCC(C(=O)O)C(C)(C)O1,0.0,train,../data/images/hiv/124.png
125.0,Cc1cc2nncn2c2nnnn12,0.0,train,../data/images/hiv/125.png
126.0,COC(=O)C1CC2(CCOCc3ccccc3)C=CCN3CCC1(c1ccccc1NC(=O)C(C)(C)C)C32,0.0,train,../data/images/hiv/126.png
127.0,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(OC6CCC(OC7CC(O)C(OC8CCC(O)C(C)O8)C(C)O7)C(C)O6)C(OC(C)=O)C(C)O5)C(C)CC(C)C4C3(C)C(=O)C3=C(O)C4(CC(C=O)=CC(O)C4C=C2C)OC3=O)CC1(C)[N+](=O)[O-],0.0,train,../data/images/hiv/127.png
128.0,COc1ccc2c(c1)C=C(C(C)(C)C)N=S2(=O)O,0.0,train,../data/images/hiv/128.png
129.0,O=C(c1ccc(Cl)cc1)C1N=NCC1c1ccccc1,0.0,train,../data/images/hiv/129.png
130.0,N#CC(=CNC(=S)Nc1ccccc1Cl)C(=O)c1ccc2ccccc2c1,0.0,train,../data/images/hiv/130.png
131.0,CC1=Nc2cc(C)c(C)cc2NC(=O)C1,0.0,train,../data/images/hiv/131.png
132.0,O=S(Cc1ccccc1)OOCCCCOS(=O)OCc1ccccc1,0.0,train,../data/images/hiv/132.png
133.0,c1c[n+]([Ni-4]([n+]2cc[nH]c2)([n+]2cc[nH]c2)([n+]2cc[nH]c2)([n+]2cc[nH]c2)[n+]2cc[nH]c2)c[nH]1,0.0,train,../data/images/hiv/133.png
134.0,Fc1ccc(F)c(C=NC23CC4CC(CC(C4)C2)C3)c1,0.0,train,../data/images/hiv/134.png
135.0,O=S(=O)(O)c1ccc(N=Nc2ccc(N=Nc3c(O)nc4ccccc4c3O)cc2)cc1,0.0,train,../data/images/hiv/135.png
136.0,COC(=O)C1=C(C)NC2(C)C(C(=O)OC)CC1C2(C(C)=O)C(C)=O,0.0,train,../data/images/hiv/136.png
137.0,O=C(NNC(=O)c1ccccc1O)c1ccco1,0.0,train,../data/images/hiv/137.png
138.0,c1nc2nc3c(cn2n1)CCCC3,0.0,train,../data/images/hiv/138.png
139.0,CCN(CC)CCCNc1ccc([N+](=O)[O-])c2[nH]c3ccccc3c(=N)c12,0.0,train,../data/images/hiv/139.png
140.0,CC(C)(C)c1ccc(SS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1,0.0,train,../data/images/hiv/140.png
141.0,COC1OC(CCC2NC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.0,train,../data/images/hiv/141.png
142.0,O=C(NCCCl)c1ccc(Cl)c(Cl)c1,0.0,train,../data/images/hiv/142.png
143.0,CCC=C(C(=CCC)[N+](=O)[O-])[N+](=O)[O-],0.0,train,../data/images/hiv/143.png
144.0,OCC1OC(n2cnc(C3=NCCCN3)n2)C(O)C1O,0.0,train,../data/images/hiv/144.png
145.0,O=C(NC(=O)C(C(=O)c1ccccc1)c1ccccc1)c1ccccc1,0.0,train,../data/images/hiv/145.png
146.0,O=C(O)CCC(NC(=O)c1ccc(Oc2nc3ccccc3nc2-c2ccccc2)cc1)C(=O)O,0.0,train,../data/images/hiv/146.png
147.0,COc1cc(CC(C)N)cc(OC)c1,0.0,train,../data/images/hiv/147.png
148.0,CC(C)C1=C(Cc2ccccc2)C(=O)OC1=Cc1cc(Cl)c(O)c(Cl)c1,0.0,train,../data/images/hiv/148.png
149.0,CC1=CSC2=NCCCCN12,0.0,train,../data/images/hiv/149.png
150.0,C1CCN(CCCSSCCCN2CCCCC2)CC1,0.0,train,../data/images/hiv/150.png
151.0,COc1ccc(N=Nc2c(-c3ccccc3)nn(C(=O)CC(=O)Nc3cccc(Cl)c3)c2-c2ccccc2)cc1,0.0,train,../data/images/hiv/151.png
152.0,CCOP(=O)(OCC)OC1c2[nH]cc(C(=O)OCc3ccccc3)c2-c2cc(C(=O)OC)[nH]c2C1OC,0.0,train,../data/images/hiv/152.png
153.0,CC(C)=C1CC(C)(C)N=C1CCN1CCOCC1,0.0,train,../data/images/hiv/153.png
154.0,COc1ccccc1NC(=S)Nc1cc(C)ccn1,0.0,train,../data/images/hiv/154.png
155.0,CC1=NN(C(=O)CC(=O)Nc2ccccc2)C(=O)C1N=Nc1ccc(S(N)(=O)=O)cc1,0.0,train,../data/images/hiv/155.png
156.0,Cc1nc(-c2ccccc2)cc2c1c(=O)oc1ccccc12,0.0,train,../data/images/hiv/156.png
157.0,CC1(C)C2CC(O)C1(C)CC2=O,0.0,train,../data/images/hiv/157.png
158.0,N=c1ccn(C2SC(CO)CC2F)c(=O)[nH]1,0.0,train,../data/images/hiv/158.png
159.0,C=C(C)C(=O)OC1CC2=CC(CC3(C)OC3C3OC(=O)C(=C)C13)OC2=O,0.0,train,../data/images/hiv/159.png
160.0,COc1ccc(-c2cc(=O)cc(C(N)=O)o2)cc1,0.0,train,../data/images/hiv/160.png
161.0,COC(=O)C1(C(=O)OC)CC(=O)c2cc3c(cc2-c2c(cc(OC)c(OC)c2OC)C1)OCO3,0.0,train,../data/images/hiv/161.png
162.0,N#CC1([N+](=O)[O-])C=C1c1ccccc1,0.0,train,../data/images/hiv/162.png
163.0,C#CCCCOc1ncccn1,0.0,train,../data/images/hiv/163.png
164.0,Cc1ccc(NC(=S)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,0.0,train,../data/images/hiv/164.png
165.0,O=C1CSC(c2ccccc2)N1c1ccc(-n2c(-c3ccccc3)nc3ccccc3c2=O)cc1,0.0,train,../data/images/hiv/165.png
166.0,Cc1ccc(C2CC(=O)CC(c3ccc(C)cc3)C23C(=O)c2ccccc2C3=O)cc1,0.0,train,../data/images/hiv/166.png
167.0,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0.0,train,../data/images/hiv/167.png
168.0,COc1ccccc1C(=O)NO,0.0,train,../data/images/hiv/168.png
169.0,O=[N+]([O-])c1ccc(Cl)cc1C=NC12CC3CC(CC(C3)C1)C2,0.0,train,../data/images/hiv/169.png
170.0,CC(N[N+](=O)[O-])C(N)=O,0.0,train,../data/images/hiv/170.png
171.0,CC(=O)OCC1OC(Nc2nncs2)C(OC(C)=O)C1OC(C)=O,0.0,train,../data/images/hiv/171.png
172.0,Cc1ccc(C)n1-c1ccccc1C1C=Cn2c(=O)oc3c(OC(C)C)c(OC(C)C)c(O)c1c32,0.0,train,../data/images/hiv/172.png
173.0,Nc1cc(O)nc([S-])n1,0.0,train,../data/images/hiv/173.png
174.0,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,train,../data/images/hiv/174.png
175.0,CCOC(=O)c1cc2c3c(cc(OC)c2[nH]1)N(C(=O)OCC)CC3,0.0,train,../data/images/hiv/175.png
176.0,O=C1Nc2ccccc2C1=Cc1cc(Cl)cc(Cl)c1O,0.0,train,../data/images/hiv/176.png
177.0,COc1cc(C2C(Cl)C(=O)N2n2cnc3ccccc3c2=O)cc(OC)c1OC,0.0,train,../data/images/hiv/177.png
178.0,CNc1ccc(C)cc1S(=O)(=O)c1ccccc1[N+](=O)[O-],1.0,train,../data/images/hiv/178.png
179.0,N=c1nn[nH]n1NC(=O)NCCCl,0.0,train,../data/images/hiv/179.png
180.0,CN(C)CCC(O)(c1ccccc1)C(O)(CCN(C)C)c1ccccc1,0.0,train,../data/images/hiv/180.png
181.0,CS(=O)(=O)c1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)[n+](-c3cc(-c4ccc(S(C)(=O)=O)cc4)c([O-])c(-c4ccc(S(C)(=O)=O)cc4)c3)c(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,0.0,train,../data/images/hiv/181.png
182.0,NCCNC(=O)CCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.0,train,../data/images/hiv/182.png
183.0,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.0,train,../data/images/hiv/183.png
184.0,O=C1C=C(CCC2=CC(=O)c3ccccc3C2=O)C(=O)c2ccccc21,0.0,train,../data/images/hiv/184.png
185.0,CCCCC1C(=O)N2c3ccccc3-c3ccccc3N2C1=O,0.0,train,../data/images/hiv/185.png
186.0,COC(=O)c1c(C(=O)OC)c(C(=O)OC)c2c([nH]c3ccccc32)c1C(=O)OC,0.0,train,../data/images/hiv/186.png
187.0,CC(C)S(=O)(=O)ON1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0.0,train,../data/images/hiv/187.png
188.0,COc1cc(OC)c(SSCCCCS(=O)O)c(OC)c1,0.0,train,../data/images/hiv/188.png
189.0,CCOP(=S)(CC)Oc1cnn(C)c(=O)c1SCC,0.0,train,../data/images/hiv/189.png
190.0,CC(O)=C1C(=O)CCC1=O,0.0,train,../data/images/hiv/190.png
191.0,Cc1ccc2cccc3c2c1CC1(C3=O)S(=O)(=O)OCCOS1(=O)=O,0.0,train,../data/images/hiv/191.png
192.0,COc1cccc2c1[OH+][Co-2]1(O)[S+]=C(Nc3ccccc3)[N-][N+]1=C2,0.0,train,../data/images/hiv/192.png
193.0,COc1cccc2c1[OH+][Zn-2]1(O)[S+]=C(Nc3ccccc3)[N-][N+]1=C2,0.0,train,../data/images/hiv/193.png
194.0,CCCCc1ccc(Nc2nc(O)c3ncn(C4CC(O)C(CN=[N+]=[N-])O4)c3n2)cc1,0.0,train,../data/images/hiv/194.png
195.0,COc1ccc(C=NNC(=O)c2sc(=S)n(-c3ccccc3)c2N)cc1,0.0,train,../data/images/hiv/195.png
196.0,O=C1CCS(=O)(=O)O1,0.0,train,../data/images/hiv/196.png
197.0,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,0.0,train,../data/images/hiv/197.png
198.0,CCOC(=O)C(CC(C)=Cc1ccccc1)C(=O)OCC,0.0,train,../data/images/hiv/198.png
199.0,O=C1C=CC(=O)C2C3C=CC(C12)C1C3C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0.0,train,../data/images/hiv/199.png
200.0,C=CCOC(=O)N(C)CC(OC(=O)C(C)(C)C)C1(c2ccc3c(c2)OCO3)C=CC(=O)C=C1,0.0,train,../data/images/hiv/200.png
201.0,N#CCN(CC#N)C1CC=CCC1N(CC#N)CC#N,0.0,train,../data/images/hiv/201.png
