idx,smiles,hERG,group,img_path
14.0,O=C(N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)C1(O)CCN(c2cc(C(F)(F)F)ccn2)CC1,0.0,train,../data/images/hERG/14.png
15.0,COc1cc(-c2cn(C3CCc4ccccc4N(CC4CC4)C3=O)nn2)ccc1-n1cnc(C)c1,1.0,train,../data/images/hERG/15.png
16.0,COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1,0.0,train,../data/images/hERG/16.png
17.0,CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O,1.0,train,../data/images/hERG/17.png
18.0,O=C(CCCN1CCCCC1)Nc1cc(-c2cncc(F)c2)n[nH]1,0.0,train,../data/images/hERG/18.png
19.0,COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(CC(C)C)n(-c4ccccc4)n3)CC2)cc1,1.0,train,../data/images/hERG/19.png
20.0,O=C(NC1CCN(Cc2ccc3oc(=O)oc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0.0,train,../data/images/hERG/20.png
21.0,Brc1ccc2[nH]c3c(c2c1)CCCC3Nc1ccccc1,0.0,train,../data/images/hERG/21.png
22.0,CC(C)(C)OC(=O)N1CCC(C(=O)NCCCNc2nc3ccccc3[nH]2)CC1,0.0,train,../data/images/hERG/22.png
23.0,NC1(C(=O)NC(CCS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.0,train,../data/images/hERG/23.png
24.0,N[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,0.0,train,../data/images/hERG/24.png
25.0,COc1ccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc2c1,1.0,train,../data/images/hERG/25.png
26.0,CC(C#N)=C1CCN(c2ccc(N3C[C@H](Cn4cc(F)nn4)OC3=O)cc2F)CC1,0.0,train,../data/images/hERG/26.png
27.0,COc1ccc2ncc(F)c(C/C(=N/O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1.0,train,../data/images/hERG/27.png
28.0,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3ccnc(C(F)(F)F)n3)CC2)(C(C)C)C1,0.0,train,../data/images/hERG/28.png
29.0,CC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,0.0,train,../data/images/hERG/29.png
30.0,Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1,1.0,train,../data/images/hERG/30.png
31.0,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC2CCC2)cc1C1CCNCC1,1.0,train,../data/images/hERG/31.png
32.0,O=C(c1cccc(Cl)c1Cl)N(CC(F)(F)F)[C@H]1CCNC1,0.0,train,../data/images/hERG/32.png
33.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)C(C)(C)C)CC1,1.0,train,../data/images/hERG/33.png
34.0,N#Cc1ccnc(C2=NC(c3ccc(F)cc3)(c3ccc(F)cc3)[C@H](CO)N2)c1,1.0,train,../data/images/hERG/34.png
35.0,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,1.0,train,../data/images/hERG/35.png
36.0,N#Cc1ccc(O[C@@H]2CN[C@@H](C(=O)N3CCCN(C4CCCC4)CC3)C2)cc1,1.0,train,../data/images/hERG/36.png
37.0,CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,1.0,train,../data/images/hERG/37.png
38.0,CC(=O)C1=NN2c3cc(Cl)ccc3OC[C@H]2[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,1.0,train,../data/images/hERG/38.png
39.0,CC1CCCN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1.0,train,../data/images/hERG/39.png
40.0,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CCC2)c1,0.0,train,../data/images/hERG/40.png
41.0,COc1ccc([C@]2(O)CC[C@@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,1.0,train,../data/images/hERG/41.png
42.0,C[C@@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ncc(-c4ccccc4)nc3n2)C[C@H](C)O1,0.0,train,../data/images/hERG/42.png
43.0,CCN(CC)C(=O)c1ccc(C2=CC3(CCCNCC3)Oc3ccccc32)cc1,0.0,train,../data/images/hERG/43.png
44.0,N#Cc1ccc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)CC3)nc2c1,1.0,train,../data/images/hERG/44.png
45.0,O=C(N1Cc2ccccc2C1)N1CCC[C@H]1CN1CCCC1,0.0,train,../data/images/hERG/45.png
46.0,C[C@H]1CCc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Br)cc12,0.0,train,../data/images/hERG/46.png
47.0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncccn1,0.0,train,../data/images/hERG/47.png
48.0,CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,1.0,train,../data/images/hERG/48.png
49.0,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4ccc(C#N)cc4)CC3)CC2)cc1,1.0,train,../data/images/hERG/49.png
50.0,C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,0.0,train,../data/images/hERG/50.png
51.0,CC(O)(c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1.0,train,../data/images/hERG/51.png
52.0,c1ccc(Cc2ncc3c(n2)CCNCC3)cc1,0.0,train,../data/images/hERG/52.png
53.0,O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1,0.0,train,../data/images/hERG/53.png
54.0,CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1,1.0,train,../data/images/hERG/54.png
55.0,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(Cl)cn1,0.0,train,../data/images/hERG/55.png
56.0,O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4nccs4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,0.0,train,../data/images/hERG/56.png
57.0,CCc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1,0.0,train,../data/images/hERG/57.png
58.0,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,0.0,train,../data/images/hERG/58.png
59.0,O=C(NCC1CCN(Cc2ccc(Br)nc2)CC1)c1cc(Cl)cc(Cl)c1,1.0,train,../data/images/hERG/59.png
60.0,CC(C)(C)NC(=O)C1c2ccc(NS(C)(=O)=O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,0.0,train,../data/images/hERG/60.png
61.0,O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@](O)(c3ccccc3)CC2)C1,0.0,train,../data/images/hERG/61.png
62.0,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C,0.0,train,../data/images/hERG/62.png
63.0,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccnc(N)c1)CC2,0.0,train,../data/images/hERG/63.png
64.0,Nc1nc2cc3c(cc2s1)CCN(Cc1ccncc1)CC3,0.0,train,../data/images/hERG/64.png
65.0,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCCC3)cc2)C(=O)C1,0.0,train,../data/images/hERG/65.png
66.0,COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)OCCNC(C)=O)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0.0,train,../data/images/hERG/66.png
67.0,Cn1c(N(Cc2ccc(C(=O)Nc3nnn[nH]3)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)nc2cc(C(F)(F)F)ccc21,0.0,train,../data/images/hERG/67.png
68.0,Fc1ccc(N(CCNCCc2ccccc2)c2ccc(F)cc2)cc1,1.0,train,../data/images/hERG/68.png
69.0,COc1cccc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)c1,0.0,train,../data/images/hERG/69.png
70.0,O=C([C@H]1C[C@H](Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,1.0,train,../data/images/hERG/70.png
71.0,CC(C)Oc1ccc(F)cc1-c1ccc(N2C[C@H](CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)OC2=O)nc1,0.0,train,../data/images/hERG/71.png
72.0,CN1CCC(COCc2cc(C(F)(F)F)cc(C3(F)CC3)n2)(c2ccc(F)cc2)CC1,1.0,train,../data/images/hERG/72.png
73.0,CC(C)OCC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1,0.0,train,../data/images/hERG/73.png
74.0,Cn1ccnc1[C@]1(O)CC[C@H](N2CC(NC(=O)CNC(=O)c3cccc(C(F)(F)F)c3)C2)CC1,0.0,train,../data/images/hERG/74.png
75.0,Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(-c4ccc5c(c4)OCCO5)c3C)CC2)c1C,1.0,train,../data/images/hERG/75.png
76.0,COc1cc(-c2cn([C@H]3C[C@@H](C(F)(F)F)CN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,0.0,train,../data/images/hERG/76.png
77.0,COC1COCCC1N[C@@H]1C[C@H]2CN(c3nccs3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0.0,train,../data/images/hERG/77.png
78.0,CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1C,0.0,train,../data/images/hERG/78.png
79.0,COc1cc(-c2cn(C3C(=O)NC4CCC3C4)nn2)ccc1-n1cnc(C)c1,1.0,train,../data/images/hERG/79.png
80.0,O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12,0.0,train,../data/images/hERG/80.png
81.0,O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1,0.0,train,../data/images/hERG/81.png
82.0,CC(C)(C)NC(=O)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccc(F)c(F)c1,0.0,train,../data/images/hERG/82.png
83.0,COc1ccccc1Oc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccc(Cl)cc2)CC3)c1,1.0,train,../data/images/hERG/83.png
84.0,CCN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.0,train,../data/images/hERG/84.png
85.0,O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1,0.0,train,../data/images/hERG/85.png
86.0,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccccc1-c1nnn[nH]1)CC2,0.0,train,../data/images/hERG/86.png
87.0,COc1cc2c(cc1OC)[C@H](C[C@H](O)c1ccc(Cl)cc1)N(C)CC2,1.0,train,../data/images/hERG/87.png
88.0,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,1.0,train,../data/images/hERG/88.png
89.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,1.0,train,../data/images/hERG/89.png
90.0,COc1cc([C@H]2CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)ccn1,1.0,train,../data/images/hERG/90.png
91.0,CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cncnc3)CC2)C1,1.0,train,../data/images/hERG/91.png
92.0,CS(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,0.0,train,../data/images/hERG/92.png
93.0,CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,1.0,train,../data/images/hERG/93.png
94.0,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1,1.0,train,../data/images/hERG/94.png
95.0,O=S(=O)(Nc1ccc([C@]23CNC[C@H]2C3)cc1)c1ccc(C(F)(F)F)cc1,1.0,train,../data/images/hERG/95.png
96.0,NC(=O)N1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,1.0,train,../data/images/hERG/96.png
97.0,C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1,0.0,train,../data/images/hERG/97.png
98.0,Cc1cccc(Nc2nc(N[C@@H]3CCC(F)(F)C[C@@H]3N)ncc2C(N)=O)c1,1.0,train,../data/images/hERG/98.png
99.0,CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1.0,train,../data/images/hERG/99.png
100.0,Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4cc[nH]c(=O)c34)cccc2n1,0.0,train,../data/images/hERG/100.png
101.0,Cc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1,1.0,train,../data/images/hERG/101.png
102.0,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N[C@@H](c1nc(-c2cnccn2)c[nH]1)C3,1.0,train,../data/images/hERG/102.png
103.0,N#Cc1cc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)ccc1F,1.0,train,../data/images/hERG/103.png
104.0,O=C(NC1CC1c1ccccc1)N1CCC(n2cncn2)CC1,0.0,train,../data/images/hERG/104.png
105.0,CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1,0.0,train,../data/images/hERG/105.png
106.0,CNC(=O)c1cccc(C2CCN([C@@H]3C[C@H]4OCC[C@@]4(C(=O)N4COc5ccc(C(F)(F)F)cc5C4)C3)CC2)c1,1.0,train,../data/images/hERG/106.png
107.0,COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cn1,1.0,train,../data/images/hERG/107.png
108.0,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4ccc5c(c4)OCCO5)CC3)c2c1,0.0,train,../data/images/hERG/108.png
109.0,CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,0.0,train,../data/images/hERG/109.png
110.0,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,0.0,train,../data/images/hERG/110.png
111.0,Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)c2ccccc2)n1,1.0,train,../data/images/hERG/111.png
112.0,C[C@@H](NC(=O)Cc1ccc(-c2cnn3ncccc23)cc1)c1ccc(OCC(F)(F)F)cn1,0.0,train,../data/images/hERG/112.png
113.0,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1,0.0,train,../data/images/hERG/113.png
114.0,COC1COCCC1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ccc(OC(F)(F)F)cc3C2)C1,1.0,train,../data/images/hERG/114.png
115.0,COC(=O)N1CCC(C2N[C@@H](c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,1.0,train,../data/images/hERG/115.png
116.0,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4c(F)cccc4F)CC3)CC2)cc1,1.0,train,../data/images/hERG/116.png
117.0,Cc1nc2cnc(Oc3ccc(F)c4cccnc34)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,1.0,train,../data/images/hERG/117.png
118.0,N#Cc1ccc2cc1Oc1ccc(Br)c(c1)CN1CC[C@@H](NCc3cncn3C2)C1=O,1.0,train,../data/images/hERG/118.png
119.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(S(=O)(=O)NC3CC3)c(F)cc2Cl)CC1,0.0,train,../data/images/hERG/119.png
120.0,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,1.0,train,../data/images/hERG/120.png
121.0,COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)C3CCC(c4ccccc4)(c4nnc(C)s4)CC3)C(C)(C)C2)cc1,0.0,train,../data/images/hERG/121.png
122.0,Fc1ncccc1-c1cnc2nc(N3CCC(N4CCCCC4)CC3)sc2c1,1.0,train,../data/images/hERG/122.png
123.0,CCC(C)C(C)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1.0,train,../data/images/hERG/123.png
124.0,Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3,0.0,train,../data/images/hERG/124.png
125.0,CC(C)(O)[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,0.0,train,../data/images/hERG/125.png
126.0,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(C)=O)cc2)cc1,1.0,train,../data/images/hERG/126.png
127.0,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cscn1,0.0,train,../data/images/hERG/127.png
128.0,CCc1cccc(NC(=O)N2CCc3nc(-c4cnc(C#N)nc4)nc(-c4ccccc4C)c3C2)c1,1.0,train,../data/images/hERG/128.png
129.0,Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1,1.0,train,../data/images/hERG/129.png
130.0,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(N)=O)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1.0,train,../data/images/hERG/130.png
131.0,O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12,1.0,train,../data/images/hERG/131.png
132.0,COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)nc1C(C)C,1.0,train,../data/images/hERG/132.png
133.0,O=C(C1CCN(c2cccc(C(F)(F)F)n2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,1.0,train,../data/images/hERG/133.png
134.0,C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,1.0,train,../data/images/hERG/134.png
135.0,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)C(=O)C1,0.0,train,../data/images/hERG/135.png
136.0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,1.0,train,../data/images/hERG/136.png
137.0,c1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1,0.0,train,../data/images/hERG/137.png
138.0,O=c1c(F)cc2ncc(F)c3c2n1C[C@@]3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0.0,train,../data/images/hERG/138.png
139.0,N#Cc1cncc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)c1,1.0,train,../data/images/hERG/139.png
140.0,O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,1.0,train,../data/images/hERG/140.png
141.0,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1C1CCCC1,1.0,train,../data/images/hERG/141.png
142.0,COc1cc(-c2cn(Cc3csc4ccccc34)nn2)ccc1-n1cnc(C)c1,1.0,train,../data/images/hERG/142.png
143.0,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,1.0,train,../data/images/hERG/143.png
144.0,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1.0,train,../data/images/hERG/144.png
145.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.0,train,../data/images/hERG/145.png
146.0,CN(Cc1ccc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)cc1)CC1(C)COC1,0.0,train,../data/images/hERG/146.png
147.0,O=C(NCCc1ccccc1-c1cccnc1)c1ccc(OCCC(F)(F)F)nc1,1.0,train,../data/images/hERG/147.png
148.0,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](c3cccnc3)CC2)C1,0.0,train,../data/images/hERG/148.png
149.0,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,1.0,train,../data/images/hERG/149.png
150.0,CCCCCCCN(CC)C/C=C/c1ccc(Cl)cc1,1.0,train,../data/images/hERG/150.png
151.0,O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(F)cc1)C2,1.0,train,../data/images/hERG/151.png
152.0,Cc1cc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6ccc(S(N)(=O)=O)cc6)cc54)CC3)nc2cc1C#N,0.0,train,../data/images/hERG/152.png
153.0,CCN(CC)C(=O)c1ccc(C2=CC3(CCCNC3)Oc3ccccc32)cc1,0.0,train,../data/images/hERG/153.png
154.0,O=C(C1CC2(CCN(C3CCOCC3)CC2)C1)N1CCN2CCCCC2C1,0.0,train,../data/images/hERG/154.png
155.0,Cc1ccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)cc1,1.0,train,../data/images/hERG/155.png
156.0,Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)ccc1F,0.0,train,../data/images/hERG/156.png
157.0,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc54)C3)n2C)s1,1.0,train,../data/images/hERG/157.png
158.0,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C)CC4)[nH]n3)c2)CN1,0.0,train,../data/images/hERG/158.png
159.0,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(N4CCOCC4)cc3OC)n1)CCN(CC(=O)N(C)C)CC2,1.0,train,../data/images/hERG/159.png
160.0,CC(=O)Nc1cccc(N2CCN(CCCCN(C)S(=O)(=O)CC(C)C)CC2)c1,1.0,train,../data/images/hERG/160.png
161.0,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1.0,train,../data/images/hERG/161.png
162.0,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,0.0,train,../data/images/hERG/162.png
163.0,CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,0.0,train,../data/images/hERG/163.png
164.0,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,0.0,train,../data/images/hERG/164.png
165.0,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1,0.0,train,../data/images/hERG/165.png
166.0,Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC3C[C@]3(c3ccc(C(F)(F)F)cc3F)C2)n1C,1.0,train,../data/images/hERG/166.png
167.0,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,0.0,train,../data/images/hERG/167.png
168.0,CCCS(=O)(=O)N1CCN(C2(CNC(=O)c3c(F)cccc3F)CCC(F)(F)CC2)CC1,0.0,train,../data/images/hERG/168.png
169.0,O=C(CNC(=O)c1ccccc1)NC1CN([C@H]2CC[C@H](c3ccc4c(c3)OCO4)CC2)C1,1.0,train,../data/images/hERG/169.png
170.0,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCC(CN3CCC(c4noc5cc(F)ccc45)CC3)CC2)cc1,1.0,train,../data/images/hERG/170.png
171.0,CC(C)(O)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3ccc(F)cc3)CC2)C1,1.0,train,../data/images/hERG/171.png
172.0,CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1,0.0,train,../data/images/hERG/172.png
