idx,smiles,ClinTox,group,img_path
35.0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,train,../data/images/ClinTox/35.png
36.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1.0,train,../data/images/ClinTox/36.png
37.0,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1.0,train,../data/images/ClinTox/37.png
38.0,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,1.0,train,../data/images/ClinTox/38.png
39.0,S=P(N1CC1)(N1CC1)N1CC1,1.0,train,../data/images/ClinTox/39.png
40.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.0,train,../data/images/ClinTox/40.png
41.0,CCC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1.0,train,../data/images/ClinTox/41.png
42.0,COc1ncnc([N-]S(=O)(=O)c2ccc(N)cc2)c1OC,1.0,train,../data/images/ClinTox/42.png
43.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1.0,train,../data/images/ClinTox/43.png
44.0,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1,1.0,train,../data/images/ClinTox/44.png
45.0,COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,1.0,train,../data/images/ClinTox/45.png
46.0,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,1.0,train,../data/images/ClinTox/46.png
47.0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.0,train,../data/images/ClinTox/47.png
48.0,CCCCCCOC(=O)CCC(=O)C[NH3+],1.0,train,../data/images/ClinTox/48.png
49.0,C[NH+](C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,1.0,train,../data/images/ClinTox/49.png
50.0,CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I,1.0,train,../data/images/ClinTox/50.png
51.0,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/51.png
52.0,Nc1ncnc2c1ncn2CCOC[P@@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1,0.0,train,../data/images/ClinTox/52.png
53.0,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,1.0,train,../data/images/ClinTox/53.png
54.0,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,1.0,train,../data/images/ClinTox/54.png
55.0,[NH3+]CC1(CC(=O)[O-])CCCCC1,1.0,train,../data/images/ClinTox/55.png
56.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,train,../data/images/ClinTox/56.png
57.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/57.png
58.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,train,../data/images/ClinTox/58.png
59.0,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.0,train,../data/images/ClinTox/59.png
60.0,CC([NH3+])Cc1ccc(O)cc1,1.0,train,../data/images/ClinTox/60.png
61.0,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.0,train,../data/images/ClinTox/61.png
62.0,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,1.0,train,../data/images/ClinTox/62.png
63.0,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,1.0,train,../data/images/ClinTox/63.png
64.0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,1.0,train,../data/images/ClinTox/64.png
65.0,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1.0,train,../data/images/ClinTox/65.png
66.0,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],1.0,train,../data/images/ClinTox/66.png
67.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1.0,train,../data/images/ClinTox/67.png
68.0,C[NH+]1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,1.0,train,../data/images/ClinTox/68.png
69.0,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0,train,../data/images/ClinTox/69.png
70.0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1.0,train,../data/images/ClinTox/70.png
71.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.0,train,../data/images/ClinTox/71.png
72.0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0.0,train,../data/images/ClinTox/72.png
73.0,CCCC[NH+](CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,1.0,train,../data/images/ClinTox/73.png
74.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,train,../data/images/ClinTox/74.png
75.0,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1.0,train,../data/images/ClinTox/75.png
76.0,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)CC(O)C(C(=O)[O-])C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,1.0,train,../data/images/ClinTox/76.png
77.0,CCCCCCOC(=O)/[NH+]=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,1.0,train,../data/images/ClinTox/77.png
78.0,C[C@H]1C[NH+](C[C@H](Cc2ccccc2)C(=O)NCC(=O)[O-])CC[C@@]1(C)c1cccc(O)c1,1.0,train,../data/images/ClinTox/78.png
79.0,II,1.0,train,../data/images/ClinTox/79.png
80.0,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,1.0,train,../data/images/ClinTox/80.png
81.0,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,1.0,train,../data/images/ClinTox/81.png
82.0,O=c1oc2ccccc2c([O-])c1Cc1c([O-])c2ccccc2oc1=O,1.0,train,../data/images/ClinTox/82.png
83.0,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1.0,train,../data/images/ClinTox/83.png
84.0,CCC([NH2+]C(C)C)C(O)c1ccc(O)c(O)c1,1.0,train,../data/images/ClinTox/84.png
85.0,OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,train,../data/images/ClinTox/85.png
86.0,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,1.0,train,../data/images/ClinTox/86.png
87.0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)C[NH+]1CC2,1.0,train,../data/images/ClinTox/87.png
88.0,CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,1.0,train,../data/images/ClinTox/88.png
89.0,CC[N+](C)(C)c1cccc(O)c1,1.0,train,../data/images/ClinTox/89.png
90.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.0,train,../data/images/ClinTox/90.png
91.0,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/ClinTox/91.png
92.0,Cc1ncc([N+](=O)[O-])n1CCO,1.0,train,../data/images/ClinTox/92.png
93.0,NC(=O)OCC(O)COc1ccc(Cl)cc1,1.0,train,../data/images/ClinTox/93.png
94.0,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CCC2)CC[C@]314,1.0,train,../data/images/ClinTox/94.png
95.0,CN1C(=O)CC(C)(c2ccccc2)C1=O,1.0,train,../data/images/ClinTox/95.png
96.0,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,0.0,train,../data/images/ClinTox/96.png
97.0,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,1.0,train,../data/images/ClinTox/97.png
98.0,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],1.0,train,../data/images/ClinTox/98.png
99.0,C[NH+](C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,1.0,train,../data/images/ClinTox/99.png
100.0,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,1.0,train,../data/images/ClinTox/100.png
101.0,[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H]([NH3+])C[C@@H]1O,1.0,train,../data/images/ClinTox/101.png
102.0,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1.0,train,../data/images/ClinTox/102.png
103.0,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/ClinTox/103.png
104.0,NC(=O)N/C=C1\NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H]([NH3+])CCC[NH3+])CNC(=O)[C@H]([C@H]2C[C@H](O)[NH+]=C(N)N2)NC1=O,1.0,train,../data/images/ClinTox/104.png
105.0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.0,train,../data/images/ClinTox/105.png
106.0,CC(C)[NH+]1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0,train,../data/images/ClinTox/106.png
107.0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)[C@H](C(=O)[O-])C(C)C,1.0,train,../data/images/ClinTox/107.png
108.0,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,1.0,train,../data/images/ClinTox/108.png
109.0,CCCC(CCC)C(=O)[O-],1.0,train,../data/images/ClinTox/109.png
110.0,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,1.0,train,../data/images/ClinTox/110.png
111.0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1,1.0,train,../data/images/ClinTox/111.png
112.0,COc1ccc2cc(CCC(C)=O)ccc2c1,1.0,train,../data/images/ClinTox/112.png
113.0,Cc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,1.0,train,../data/images/ClinTox/113.png
114.0,C=C[C@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1.0,train,../data/images/ClinTox/114.png
115.0,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,0.0,train,../data/images/ClinTox/115.png
116.0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.0,train,../data/images/ClinTox/116.png
117.0,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1.0,train,../data/images/ClinTox/117.png
118.0,CCN(CC)C(=O)N1CC[NH+](C)CC1,1.0,train,../data/images/ClinTox/118.png
119.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1.0,train,../data/images/ClinTox/119.png
120.0,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,0.0,train,../data/images/ClinTox/120.png
121.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,1.0,train,../data/images/ClinTox/121.png
122.0,[NH3+]CC(=O)CCC(=O)[O-],1.0,train,../data/images/ClinTox/122.png
123.0,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,1.0,train,../data/images/ClinTox/123.png
124.0,COC(CNC(N)=O)C[Hg]Cl,1.0,train,../data/images/ClinTox/124.png
125.0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1.0,train,../data/images/ClinTox/125.png
126.0,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,1.0,train,../data/images/ClinTox/126.png
127.0,COC1=CC(=O)OC(/C=C/C2=CCCC=C2)C1,0.0,train,../data/images/ClinTox/127.png
128.0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,1.0,train,../data/images/ClinTox/128.png
129.0,C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.0,train,../data/images/ClinTox/129.png
130.0,COc1ccc(C[C@@H](C)[NH2+]C[C@H](O)c2ccc(O)c(NC=O)c2)cc1,1.0,train,../data/images/ClinTox/130.png
131.0,COc1ccc(-c2ccc3cc(C(=O)[O-])ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,1.0,train,../data/images/ClinTox/131.png
132.0,NC(=O)OCC(COC(N)=O)c1ccccc1,1.0,train,../data/images/ClinTox/132.png
133.0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.0,train,../data/images/ClinTox/133.png
134.0,CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1.0,train,../data/images/ClinTox/134.png
135.0,Cl[Mn]Cl,1.0,train,../data/images/ClinTox/135.png
136.0,CCCCc1[nH+]cc(/C=C(\Cc2cccs2)C(=O)[O-])n1Cc1ccc(C(=O)[O-])cc1,1.0,train,../data/images/ClinTox/136.png
137.0,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,1.0,train,../data/images/ClinTox/137.png
138.0,O=C([O-])CCC(=O)[O-],1.0,train,../data/images/ClinTox/138.png
139.0,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,1.0,train,../data/images/ClinTox/139.png
140.0,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3=CCC=CC3)[C@H]2SC1,1.0,train,../data/images/ClinTox/140.png
141.0,Clc1ccc2nsnc2c1NC1=[NH+]CCN1,1.0,train,../data/images/ClinTox/141.png
142.0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0.0,train,../data/images/ClinTox/142.png
143.0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC[NH+](CCCC)CCCC)cc1,1.0,train,../data/images/ClinTox/143.png
144.0,COc1cc2c(cc1OC)C(=O)C(CC1CC[NH+](Cc3ccccc3)CC1)C2,1.0,train,../data/images/ClinTox/144.png
145.0,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],1.0,train,../data/images/ClinTox/145.png
146.0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,train,../data/images/ClinTox/146.png
147.0,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,1.0,train,../data/images/ClinTox/147.png
148.0,CC(C)(C)[NH2+]C[C@H](O)c1ccc(O)c(CO)c1,1.0,train,../data/images/ClinTox/148.png
149.0,OCC(O)CO,1.0,train,../data/images/ClinTox/149.png
150.0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,1.0,train,../data/images/ClinTox/150.png
151.0,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.0,train,../data/images/ClinTox/151.png
152.0,CC(C)(C)c1ccc(C[NH+]2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1.0,train,../data/images/ClinTox/152.png
153.0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],1.0,train,../data/images/ClinTox/153.png
154.0,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1.0,train,../data/images/ClinTox/154.png
155.0,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.0,train,../data/images/ClinTox/155.png
156.0,C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12,1.0,train,../data/images/ClinTox/156.png
157.0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,train,../data/images/ClinTox/157.png
158.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,1.0,train,../data/images/ClinTox/158.png
159.0,CC(=O)N(CC(C)C(=O)[O-])c1c(I)cc(I)c(N)c1I,1.0,train,../data/images/ClinTox/159.png
160.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.0,train,../data/images/ClinTox/160.png
161.0,COC(CNC(=O)c1ccccc1OCC(=O)[O-])C[Hg]O,1.0,train,../data/images/ClinTox/161.png
162.0,CCC1(CC)C(=O)NCC(C)C1=O,1.0,train,../data/images/ClinTox/162.png
163.0,CCC(C)C(C)(COC(N)=O)COC(N)=O,1.0,train,../data/images/ClinTox/163.png
164.0,CC[N+](C)(C)Cc1ccccc1Br,1.0,train,../data/images/ClinTox/164.png
165.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,1.0,train,../data/images/ClinTox/165.png
166.0,C=CC[NH2+]CCCCCC[N+](C)(C)C,1.0,train,../data/images/ClinTox/166.png
167.0,Clc1ccccc1C[NH+]1CCc2sccc2C1,1.0,train,../data/images/ClinTox/167.png
168.0,O=C1CN2Cc3c(ccc(Cl)c3Cl)[NH+]=C2N1,1.0,train,../data/images/ClinTox/168.png
169.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.0,train,../data/images/ClinTox/169.png
170.0,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,0.0,train,../data/images/ClinTox/170.png
171.0,CC[C@@H](c1cccc(O)c1)[C@@H](C)C[NH+](C)C,1.0,train,../data/images/ClinTox/171.png
172.0,Cc1[nH+]cc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1.0,train,../data/images/ClinTox/172.png
173.0,O=C(OCc1ccccc1)c1ccccc1,1.0,train,../data/images/ClinTox/173.png
174.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,train,../data/images/ClinTox/174.png
175.0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.0,train,../data/images/ClinTox/175.png
