idx,smiles,bbb,group,img_path
33.0,CC1CCCCC1(c1cccs1)N1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/33.png
34.0,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/34.png
35.0,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/35.png
36.0,CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/36.png
37.0,CCOc1ccccc1OCC1CNCCO1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/37.png
38.0,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/38.png
39.0,CN1CCc2cc(Cl)c(O)cc2C(c2cccc3c2OCC3)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/39.png
40.0,CN1CCc2cc(Cl)c(O)cc2C(c2cc(Br)cc3c2OCC3)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/40.png
41.0,Oc1ccccc1-c1nnco1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/41.png
42.0,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/42.png
43.0,CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/43.png
44.0,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/44.png
45.0,N#Cc1ccc(OCC2CCN(CC=CI)CC2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/45.png
46.0,CN1CC(=O)N=C1N,0.0,train,../data/images/balanced_scaffold_seed99_bbb/46.png
47.0,O=C(OC1CN2CCC1CC2)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/47.png
48.0,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/48.png
49.0,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/49.png
50.0,CN(C)CCCN1c2ccccc2C=Cc2sccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/50.png
51.0,O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/51.png
52.0,CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@@H]2SC1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/52.png
53.0,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/53.png
54.0,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/54.png
55.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/55.png
56.0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/56.png
57.0,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/57.png
58.0,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/58.png
59.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/59.png
60.0,Cn1c(=O)[nH]c2ncn(C)c2c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/60.png
61.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/61.png
62.0,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/62.png
63.0,CCc1ccccc1-n1c(C)nc2ccccc2c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/63.png
64.0,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,1.0,train,../data/images/balanced_scaffold_seed99_bbb/64.png
65.0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/65.png
66.0,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/66.png
67.0,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/67.png
68.0,CC(Cc1ccccc1)N(C)Cc1ccco1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/68.png
69.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CSC12)c1csc(N)n1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/69.png
70.0,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/70.png
71.0,CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1.0,train,../data/images/balanced_scaffold_seed99_bbb/71.png
72.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/72.png
73.0,CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/73.png
74.0,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/74.png
75.0,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/75.png
76.0,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/76.png
77.0,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/77.png
78.0,CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/78.png
79.0,CN1C[C@H](C(=O)NC2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.0,train,../data/images/balanced_scaffold_seed99_bbb/79.png
80.0,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/80.png
81.0,Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,1.0,train,../data/images/balanced_scaffold_seed99_bbb/81.png
82.0,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/82.png
83.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/83.png
84.0,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/84.png
85.0,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/85.png
86.0,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/86.png
87.0,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/87.png
88.0,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1.0,train,../data/images/balanced_scaffold_seed99_bbb/88.png
89.0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/89.png
90.0,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0.0,train,../data/images/balanced_scaffold_seed99_bbb/90.png
91.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/91.png
92.0,[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/92.png
93.0,O=C1OC(C(O)CO)C(O)=C1O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/93.png
94.0,c1cc2ccc3cccc4ccc(c1)c2c34,1.0,train,../data/images/balanced_scaffold_seed99_bbb/94.png
95.0,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/95.png
96.0,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/96.png
97.0,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/97.png
98.0,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/98.png
99.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/99.png
100.0,CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/100.png
101.0,O=C1NCCNC1c1cccs1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/101.png
102.0,CCN1CCC(O)(c2ccc(Cl)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/102.png
103.0,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/103.png
104.0,CCCC1(c2cccc(O)c2)CCN(C)CC1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/104.png
105.0,CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/105.png
106.0,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/106.png
107.0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/107.png
108.0,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/108.png
109.0,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/109.png
110.0,O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/110.png
111.0,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/111.png
112.0,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C-]1C(=O)O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/112.png
113.0,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/113.png
114.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/114.png
115.0,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/115.png
116.0,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/116.png
117.0,CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/117.png
118.0,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/118.png
119.0,Cn1nc(-c2cccc(F)c2)n(C)c1=S,1.0,train,../data/images/balanced_scaffold_seed99_bbb/119.png
120.0,CN(C)C1C(O)=C(C(=O)NCN2CCCC(C(=O)O)C2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0.0,train,../data/images/balanced_scaffold_seed99_bbb/120.png
121.0,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/121.png
122.0,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/122.png
123.0,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/123.png
124.0,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,train,../data/images/balanced_scaffold_seed99_bbb/124.png
125.0,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/125.png
126.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/126.png
127.0,Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/127.png
128.0,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/128.png
129.0,CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/129.png
130.0,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/130.png
131.0,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2(Br)C1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/131.png
132.0,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/132.png
133.0,C1CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/133.png
134.0,COC1(F)C(F)(F)C1(F)Cl,1.0,train,../data/images/balanced_scaffold_seed99_bbb/134.png
135.0,O=C1CCC(C(=O)N2CCCCC2)N1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/135.png
136.0,NC12CC3CC(CC(C3)C1)C2,0.0,train,../data/images/balanced_scaffold_seed99_bbb/136.png
137.0,CC12CC3CC(C)(C1)CC(N)(C3)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/137.png
138.0,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/138.png
139.0,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/139.png
140.0,NC(=O)c1cnn(C2OC(CO)C(O)C2O)n1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/140.png
141.0,CC(=O)N[C-]1C(I)C(NC(C)=O)C(I)C(C(=O)O)C1I,0.0,train,../data/images/balanced_scaffold_seed99_bbb/141.png
142.0,CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/142.png
143.0,NC(=O)C1c2ccccc2CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/143.png
144.0,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/144.png
145.0,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1.0,train,../data/images/balanced_scaffold_seed99_bbb/145.png
146.0,COC1OC2OC3(CN4CCCCC4)C(O)CC(C2C)C13,1.0,train,../data/images/balanced_scaffold_seed99_bbb/146.png
147.0,Cc1ccccc1-n1c(C=Cc2ccccn2)nc2ccccc2c1=O,1.0,train,../data/images/balanced_scaffold_seed99_bbb/147.png
148.0,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/148.png
149.0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/149.png
150.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/150.png
151.0,CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/151.png
152.0,C[N+](C)([O-])CCC=C1c2ccccc2C=Cc2c(Cl)cccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/152.png
153.0,C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,1.0,train,../data/images/balanced_scaffold_seed99_bbb/153.png
154.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/154.png
155.0,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/155.png
156.0,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/156.png
157.0,O=C1NCNC1(c1ccccc1)c1ccccc1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/157.png
158.0,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/158.png
159.0,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/159.png
160.0,CC(C)[C@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/160.png
161.0,Cc1cc(NC(=O)c2c(C)cccc2C)no1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/161.png
162.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1.0,train,../data/images/balanced_scaffold_seed99_bbb/162.png
163.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)C12)c1csc(N)n1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/163.png
164.0,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/164.png
165.0,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.0,train,../data/images/balanced_scaffold_seed99_bbb/165.png
166.0,CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/166.png
167.0,COc1cccnc1CCCCNc1ncc(Cc2cccc(C)n2)c(=O)[nH]1,0.0,train,../data/images/balanced_scaffold_seed99_bbb/167.png
168.0,N#CCNC1CCc2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_bbb/168.png
169.0,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCNC=N)CC12,0.0,train,../data/images/balanced_scaffold_seed99_bbb/169.png
170.0,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/170.png
171.0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/171.png
172.0,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.0,train,../data/images/balanced_scaffold_seed99_bbb/172.png
173.0,O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/173.png
174.0,CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1.0,train,../data/images/balanced_scaffold_seed99_bbb/174.png
175.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1.0,train,../data/images/balanced_scaffold_seed99_bbb/175.png
