idx,smiles,Tox21,group,img_path
38.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,train,../data/images/Tox21/38.png
39.0,CC(=O)Nc1ccc(CC(=O)O)cc1,0.0,train,../data/images/Tox21/39.png
40.0,O=C(Oc1ccccc1)Oc1ccccc1,0.0,train,../data/images/Tox21/40.png
41.0,CC1CCCNC1,0.0,train,../data/images/Tox21/41.png
42.0,C=Cc1ccccc1,0.0,train,../data/images/Tox21/42.png
43.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.0,train,../data/images/Tox21/43.png
44.0,CN(C)CCN(Cc1ccccc1)c1ccccn1,0.0,train,../data/images/Tox21/44.png
45.0,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,0.0,train,../data/images/Tox21/45.png
46.0,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,0.0,train,../data/images/Tox21/46.png
47.0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0.0,train,../data/images/Tox21/47.png
48.0,NC(=S)c1c(Cl)cccc1Cl,0.0,train,../data/images/Tox21/48.png
49.0,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,0.0,train,../data/images/Tox21/49.png
50.0,COc1cccc(C=O)c1,0.0,train,../data/images/Tox21/50.png
51.0,O=C1CCCCCCCCCCCCCCO1,0.0,train,../data/images/Tox21/51.png
52.0,CC(=O)OCC=C(C)C,0.0,train,../data/images/Tox21/52.png
53.0,NC(=O)N1c2ccccc2C=Cc2ccccc21,0.0,train,../data/images/Tox21/53.png
54.0,Cc1ccc(C(=O)O)cc1,0.0,train,../data/images/Tox21/54.png
55.0,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,0.0,train,../data/images/Tox21/55.png
56.0,Nc1cc([N+](=O)[O-])ccc1C(=O)O,0.0,train,../data/images/Tox21/56.png
57.0,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,1.0,train,../data/images/Tox21/57.png
58.0,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.0,train,../data/images/Tox21/58.png
59.0,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,0.0,train,../data/images/Tox21/59.png
60.0,CCO[Si](CC)(OCC)OCC,0.0,train,../data/images/Tox21/60.png
61.0,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.0,train,../data/images/Tox21/61.png
62.0,Cc1nc(C)c(Cl)c(O)c1Cl,0.0,train,../data/images/Tox21/62.png
63.0,C=CC[N+](C)(C)CC=C,0.0,train,../data/images/Tox21/63.png
64.0,O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,0.0,train,../data/images/Tox21/64.png
65.0,COc1ccc(NC(C)=O)cc1,0.0,train,../data/images/Tox21/65.png
66.0,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,0.0,train,../data/images/Tox21/66.png
67.0,[Cu]I,0.0,train,../data/images/Tox21/67.png
68.0,COP(=O)(O)OC,0.0,train,../data/images/Tox21/68.png
69.0,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,0.0,train,../data/images/Tox21/69.png
70.0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.0,train,../data/images/Tox21/70.png
71.0,CCC[N+]1(C)CCCC1,0.0,train,../data/images/Tox21/71.png
72.0,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O,0.0,train,../data/images/Tox21/72.png
73.0,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,0.0,train,../data/images/Tox21/73.png
74.0,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0.0,train,../data/images/Tox21/74.png
75.0,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1.0,train,../data/images/Tox21/75.png
76.0,CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13,0.0,train,../data/images/Tox21/76.png
77.0,OC[C@H]1O[C@H](O[C@@]2(CO)O[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.0,train,../data/images/Tox21/77.png
78.0,Nc1cccc(S(=O)(=O)O)c1,0.0,train,../data/images/Tox21/78.png
79.0,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.0,train,../data/images/Tox21/79.png
80.0,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0.0,train,../data/images/Tox21/80.png
81.0,CCC(CO)(CO)[N+](=O)[O-],0.0,train,../data/images/Tox21/81.png
82.0,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,0.0,train,../data/images/Tox21/82.png
83.0,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0.0,train,../data/images/Tox21/83.png
84.0,CCc1cc(OC)c(C[C@H](C)N)cc1OC,0.0,train,../data/images/Tox21/84.png
85.0,CC(C)c1ccc(C(C)C)cc1,0.0,train,../data/images/Tox21/85.png
86.0,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.0,train,../data/images/Tox21/86.png
87.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0,train,../data/images/Tox21/87.png
88.0,O=C(O)c1cccc(Cl)n1,0.0,train,../data/images/Tox21/88.png
89.0,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0,train,../data/images/Tox21/89.png
90.0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.0,train,../data/images/Tox21/90.png
91.0,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,0.0,train,../data/images/Tox21/91.png
92.0,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0.0,train,../data/images/Tox21/92.png
93.0,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0.0,train,../data/images/Tox21/93.png
94.0,C=CCCCC,0.0,train,../data/images/Tox21/94.png
95.0,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,0.0,train,../data/images/Tox21/95.png
96.0,Cc1cscn1,0.0,train,../data/images/Tox21/96.png
97.0,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,0.0,train,../data/images/Tox21/97.png
98.0,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,0.0,train,../data/images/Tox21/98.png
99.0,CCCC[N+]1(C)CCCC1,0.0,train,../data/images/Tox21/99.png
100.0,CC(=O)Nc1ccc(C(=O)CCl)cc1,1.0,train,../data/images/Tox21/100.png
101.0,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,train,../data/images/Tox21/101.png
102.0,NCC1(CC(=O)O)CCCCC1,0.0,train,../data/images/Tox21/102.png
103.0,NC(=O)CF,0.0,train,../data/images/Tox21/103.png
104.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,train,../data/images/Tox21/104.png
105.0,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,0.0,train,../data/images/Tox21/105.png
106.0,O=C(C(Cl)Cl)N1CCOC12CCCCC2,0.0,train,../data/images/Tox21/106.png
107.0,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,0.0,train,../data/images/Tox21/107.png
108.0,O=P(Cl)(Cl)Cl,0.0,train,../data/images/Tox21/108.png
109.0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0.0,train,../data/images/Tox21/109.png
110.0,c1ccc(N=NNc2ccccc2)cc1,0.0,train,../data/images/Tox21/110.png
111.0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,train,../data/images/Tox21/111.png
112.0,CC(C)(C)C(=O)NCCCC(=O)O,0.0,train,../data/images/Tox21/112.png
113.0,CCCOCCC,0.0,train,../data/images/Tox21/113.png
114.0,Cc1ccccc1Cl,0.0,train,../data/images/Tox21/114.png
115.0,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,0.0,train,../data/images/Tox21/115.png
116.0,CC12CC3CC(C)(C1)CC(N)(C3)C2,0.0,train,../data/images/Tox21/116.png
117.0,CCCCCCOc1cc(C)c(O)c(C)c1C,0.0,train,../data/images/Tox21/117.png
118.0,CCCCCCCOC(=O)CCC,0.0,train,../data/images/Tox21/118.png
119.0,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,0.0,train,../data/images/Tox21/119.png
120.0,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,0.0,train,../data/images/Tox21/120.png
121.0,CCCCCCCCCCN,0.0,train,../data/images/Tox21/121.png
122.0,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0.0,train,../data/images/Tox21/122.png
123.0,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,1.0,train,../data/images/Tox21/123.png
124.0,COc1c(Cl)ccc(Cl)c1C(=O)O,0.0,train,../data/images/Tox21/124.png
125.0,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.0,train,../data/images/Tox21/125.png
126.0,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.0,train,../data/images/Tox21/126.png
127.0,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.0,train,../data/images/Tox21/127.png
128.0,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,1.0,train,../data/images/Tox21/128.png
129.0,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0.0,train,../data/images/Tox21/129.png
130.0,CCCCCCOC(=O)c1ccc(O)cc1,0.0,train,../data/images/Tox21/130.png
131.0,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0.0,train,../data/images/Tox21/131.png
132.0,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,0.0,train,../data/images/Tox21/132.png
133.0,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0.0,train,../data/images/Tox21/133.png
134.0,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,0.0,train,../data/images/Tox21/134.png
135.0,CCCCCCCCCCCCCCCCCC(=O)[O-],0.0,train,../data/images/Tox21/135.png
136.0,CSCCC=O,0.0,train,../data/images/Tox21/136.png
137.0,CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1,0.0,train,../data/images/Tox21/137.png
138.0,O=C(O)/C=C\C(=O)O,0.0,train,../data/images/Tox21/138.png
139.0,CCOP(=S)(Cl)OCC,0.0,train,../data/images/Tox21/139.png
140.0,c1ccc(SCCSc2ccccc2)cc1,0.0,train,../data/images/Tox21/140.png
141.0,ClC(Cl)(Cl)c1ccccc1,0.0,train,../data/images/Tox21/141.png
142.0,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,0.0,train,../data/images/Tox21/142.png
143.0,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,0.0,train,../data/images/Tox21/143.png
144.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0.0,train,../data/images/Tox21/144.png
145.0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0.0,train,../data/images/Tox21/145.png
146.0,C1CCC(NC2CCCCC2)CC1,0.0,train,../data/images/Tox21/146.png
147.0,C=CC(=O)OCCC#N,0.0,train,../data/images/Tox21/147.png
148.0,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,0.0,train,../data/images/Tox21/148.png
149.0,CCOC(=O)CCc1ccccc1,0.0,train,../data/images/Tox21/149.png
150.0,NNC(=O)c1ccccc1,0.0,train,../data/images/Tox21/150.png
151.0,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@]1(C)O[C@@H]1CC=C(C)C,1.0,train,../data/images/Tox21/151.png
152.0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0.0,train,../data/images/Tox21/152.png
153.0,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,0.0,train,../data/images/Tox21/153.png
154.0,O=C(O)CCCCCCCCCC(=O)O,0.0,train,../data/images/Tox21/154.png
155.0,CCc1ccc(C)cc1,0.0,train,../data/images/Tox21/155.png
156.0,Cc1cccc(C)c1NC(=O)CN1CCCCCC1,0.0,train,../data/images/Tox21/156.png
157.0,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,0.0,train,../data/images/Tox21/157.png
158.0,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,0.0,train,../data/images/Tox21/158.png
159.0,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.0,train,../data/images/Tox21/159.png
160.0,O=C1c2c(O)cccc2Cc2cccc(O)c21,0.0,train,../data/images/Tox21/160.png
161.0,CC(CCO)CC(C)(C)C,0.0,train,../data/images/Tox21/161.png
162.0,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,0.0,train,../data/images/Tox21/162.png
163.0,CN(C)N=Nc1nc[nH]c1C(N)=O,0.0,train,../data/images/Tox21/163.png
164.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1.0,train,../data/images/Tox21/164.png
165.0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.0,train,../data/images/Tox21/165.png
166.0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.0,train,../data/images/Tox21/166.png
167.0,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,0.0,train,../data/images/Tox21/167.png
168.0,Cc1nc(N)nc(N)n1,0.0,train,../data/images/Tox21/168.png
169.0,O=NN1CCCCCCC1,0.0,train,../data/images/Tox21/169.png
170.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.0,train,../data/images/Tox21/170.png
171.0,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,0.0,train,../data/images/Tox21/171.png
172.0,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.0,train,../data/images/Tox21/172.png
173.0,NC(=O)c1ccc([N+](=O)[O-])cc1,0.0,train,../data/images/Tox21/173.png
174.0,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1.0,train,../data/images/Tox21/174.png
175.0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0.0,train,../data/images/Tox21/175.png
176.0,CCCCCCCCCCCCBr,0.0,train,../data/images/Tox21/176.png
177.0,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,0.0,train,../data/images/Tox21/177.png
178.0,CCOC(=O)n1ccn(C)c1=S,0.0,train,../data/images/Tox21/178.png
179.0,OCCN(CCO)c1ccccc1,0.0,train,../data/images/Tox21/179.png
180.0,O=C(O)CCCCCC(=O)O,0.0,train,../data/images/Tox21/180.png
181.0,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,0.0,train,../data/images/Tox21/181.png
182.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,0.0,train,../data/images/Tox21/182.png
183.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],0.0,train,../data/images/Tox21/183.png
184.0,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0.0,train,../data/images/Tox21/184.png
185.0,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0.0,train,../data/images/Tox21/185.png
186.0,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1,1.0,train,../data/images/Tox21/186.png
187.0,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.0,train,../data/images/Tox21/187.png
188.0,Brc1c2ccccc2c(Br)c2ccccc12,1.0,train,../data/images/Tox21/188.png
189.0,Cl[Hg]c1ccccc1,1.0,train,../data/images/Tox21/189.png
190.0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,0.0,train,../data/images/Tox21/190.png
191.0,Nc1nnc(N)[nH]1,0.0,train,../data/images/Tox21/191.png
192.0,O=C1OC(=O)C2CCCCC12,0.0,train,../data/images/Tox21/192.png
193.0,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0.0,train,../data/images/Tox21/193.png
194.0,C[N+](C)(C)CC1CO1,0.0,train,../data/images/Tox21/194.png
195.0,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1,0.0,train,../data/images/Tox21/195.png
196.0,CCOC(=O)CC(=O)OCC,0.0,train,../data/images/Tox21/196.png
197.0,CCC(C)OC(C)CC,0.0,train,../data/images/Tox21/197.png
198.0,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,0.0,train,../data/images/Tox21/198.png
199.0,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,0.0,train,../data/images/Tox21/199.png
200.0,C=CCN(CC=C)CC=C,0.0,train,../data/images/Tox21/200.png
201.0,ClCc1ccccc1,0.0,train,../data/images/Tox21/201.png
202.0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0,train,../data/images/Tox21/202.png
203.0,O=S1(=O)CCCO1,0.0,train,../data/images/Tox21/203.png
204.0,COc1c2occc2cc2ccc(=O)oc12,0.0,train,../data/images/Tox21/204.png
205.0,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,0.0,train,../data/images/Tox21/205.png
206.0,CCOP(=O)([O-])C(N)=O,0.0,train,../data/images/Tox21/206.png
207.0,CCOc1cccc(N)c1,0.0,train,../data/images/Tox21/207.png
208.0,O=c1c2ccccc2[se]n1-c1ccccc1,0.0,train,../data/images/Tox21/208.png
209.0,COC(=O)c1ccccc1OC,0.0,train,../data/images/Tox21/209.png
210.0,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,1.0,train,../data/images/Tox21/210.png
211.0,COc1cc([N+](=O)[O-])ccc1N,0.0,train,../data/images/Tox21/211.png
212.0,NCc1ccccc1Sc1ccccc1CO,0.0,train,../data/images/Tox21/212.png
213.0,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,0.0,train,../data/images/Tox21/213.png
214.0,Cc1cccc2ccccc12,0.0,train,../data/images/Tox21/214.png
215.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,train,../data/images/Tox21/215.png
216.0,Cc1cc(C)cc([N+](=O)[O-])c1,0.0,train,../data/images/Tox21/216.png
217.0,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0.0,train,../data/images/Tox21/217.png
218.0,OC1OC[C@@H](O)[C@H](O)[C@H]1O,0.0,train,../data/images/Tox21/218.png
219.0,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,0.0,train,../data/images/Tox21/219.png
220.0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0.0,train,../data/images/Tox21/220.png
221.0,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,0.0,train,../data/images/Tox21/221.png
