idx,smiles,ESOL,group,img_path
20.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-1.5465902684019968,train,../data/images/ESOL/20.png
21.0,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-0.147886573547342,train,../data/images/ESOL/21.png
22.0,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,0.5598164559543476,train,../data/images/ESOL/22.png
23.0,CC1CO1,1.1739862462231776,train,../data/images/ESOL/23.png
24.0,CCOC(N)=O,1.861169228342148,train,../data/images/ESOL/24.png
25.0,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-0.43182676407566667,train,../data/images/ESOL/25.png
26.0,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-1.0660393913229664,train,../data/images/ESOL/26.png
27.0,C1CCCCCCC1,-0.5248827929042774,train,../data/images/ESOL/27.png
28.0,Cc1ccc2ccc(C)nc2c1,0.5297522004866427,train,../data/images/ESOL/28.png
29.0,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-1.045042133535998,train,../data/images/ESOL/29.png
30.0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-2.47190124224136,train,../data/images/ESOL/30.png
31.0,C=CCC=C,0.45817063984925,train,../data/images/ESOL/31.png
32.0,CCN1c2ncccc2C(=S)N(C)c2cccnc21,-0.7558526285609314,train,../data/images/ESOL/32.png
33.0,CC(C)OC(=O)Nc1cccc(Cl)c1,-0.1574307816323277,train,../data/images/ESOL/33.png
34.0,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-1.5699735782102113,train,../data/images/ESOL/34.png
35.0,O=C1NC(=O)C(=O)C(=O)N1,0.8590273794186494,train,../data/images/ESOL/35.png
36.0,C#CC(C)OC(=O)Nc1cccc(Cl)c1,0.20668075680987671,train,../data/images/ESOL/36.png
37.0,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0.27014974057503166,train,../data/images/ESOL/37.png
38.0,C=CCCCO,1.3839588240928629,train,../data/images/ESOL/38.png
39.0,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-0.5296548969467701,train,../data/images/ESOL/39.png
40.0,CCCCCCCCC,-1.3504567922555404,train,../data/images/ESOL/40.png
41.0,Ic1ccccc1,0.0191370679399078,train,../data/images/ESOL/41.png
42.0,OC1CCCCC1,1.2455678068605702,train,../data/images/ESOL/42.png
43.0,CCCCCCCCCC(C)O,0.05254179623735768,train,../data/images/ESOL/43.png
44.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-0.6441853939665987,train,../data/images/ESOL/44.png
45.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-0.4962501686493201,train,../data/images/ESOL/45.png
46.0,CCI,0.6920037379313996,train,../data/images/ESOL/46.png
47.0,COC(=O)c1ccccc1,0.5727011368690783,train,../data/images/ESOL/47.png
48.0,CC(C)N(C(=O)CCl)c1ccccc1,0.2720585821920288,train,../data/images/ESOL/48.png
49.0,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],-1.6415551388476044,train,../data/images/ESOL/49.png
50.0,c1ccc2ocnc2c1,0.9019763158010851,train,../data/images/ESOL/50.png
51.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.3578591514170274,train,../data/images/ESOL/51.png
52.0,Cl/C=C\Cl,0.835166859206185,train,../data/images/ESOL/52.png
53.0,CCCCOC,0.9831020845234634,train,../data/images/ESOL/53.png
54.0,c1cnc2ncncc2n1,1.4650845928152414,train,../data/images/ESOL/54.png
55.0,CNC(=O)Oc1ccccc1OC(C)C,0.4772590560192214,train,../data/images/ESOL/55.png
56.0,CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,-1.0035248283663099,train,../data/images/ESOL/56.png
57.0,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.8207532435388337,train,../data/images/ESOL/57.png
58.0,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-0.24810075843969184,train,../data/images/ESOL/58.png
59.0,Cc1ccc(O)cc1,1.1071767896282776,train,../data/images/ESOL/59.png
60.0,Oc1cccc(O)c1,1.8420808121721766,train,../data/images/ESOL/60.png
61.0,C=C(Cl)Cl,0.6729153217614282,train,../data/images/ESOL/61.png
62.0,CC(C)OC=O,1.1548978300532062,train,../data/images/ESOL/62.png
63.0,CCCC(=O)OC,0.5392964085716284,train,../data/images/ESOL/63.png
64.0,CC(C)CC(C)(C)C,-0.8064369314113555,train,../data/images/ESOL/64.png
65.0,Oc1ccc(Cl)c(Cl)c1Cl,0.18138860538466464,train,../data/images/ESOL/65.png
66.0,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-1.4196523008716868,train,../data/images/ESOL/66.png
67.0,COC(=O)c1cccnc1,1.2360235987755845,train,../data/images/ESOL/67.png
68.0,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-2.037639774374511,train,../data/images/ESOL/68.png
69.0,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0.493484209763697,train,../data/images/ESOL/69.png
70.0,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-1.1128060109393967,train,../data/images/ESOL/70.png
71.0,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-0.46284544035187,train,../data/images/ESOL/71.png
72.0,NC(=O)c1ccccc1O,0.5870174489965568,train,../data/images/ESOL/72.png
73.0,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,0.5058916802741784,train,../data/images/ESOL/73.png
74.0,CCCC(C)CO,0.9258368360135493,train,../data/images/ESOL/74.png
75.0,C=CC,0.9401531481410278,train,../data/images/ESOL/75.png
76.0,COc1ncc2nccnc2n1,0.9258368360135493,train,../data/images/ESOL/76.png
77.0,NC(N)=S,1.6082477140900269,train,../data/images/ESOL/77.png
78.0,CCCCO,1.4555403847302557,train,../data/images/ESOL/78.png
79.0,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-1.3671591564042653,train,../data/images/ESOL/79.png
80.0,CCCCC=O,1.0499115411183633,train,../data/images/ESOL/80.png
81.0,CCCCCc1ccccc1,-0.7587158909864268,train,../data/images/ESOL/81.png
82.0,Brc1cc(Br)c(Br)cc1Br,-1.875388236929754,train,../data/images/ESOL/82.png
83.0,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-0.8827905960912412,train,../data/images/ESOL/83.png
84.0,CC(=O)Nc1ccc([N+](=O)[O-])cc1,0.17088997649118026,train,../data/images/ESOL/84.png
85.0,Nc1ccccc1Cl,0.7301805702713424,train,../data/images/ESOL/85.png
86.0,CC1CCCCC1C,-0.5964643535416699,train,../data/images/ESOL/86.png
87.0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-0.46284544035187,train,../data/images/ESOL/87.png
88.0,CCN(CC)C(=O)CSc1ccc(Cl)nn1,0.6366473310384826,train,../data/images/ESOL/88.png
89.0,C/C=C/C=O,1.6082477140900269,train,../data/images/ESOL/89.png
90.0,CCNc1nc(NC(C)C)nc(OC)n1,0.4610339022747456,train,../data/images/ESOL/90.png
91.0,Clc1ccccc1-c1ccccc1Cl,-1.0593584456634764,train,../data/images/ESOL/91.png
92.0,CC1CCCCC1NC(=O)Nc1ccccc1,-0.5057943767343059,train,../data/images/ESOL/92.png
93.0,CCOP(=S)(OCC)SCCSCC,-0.5630596252442203,train,../data/images/ESOL/93.png
94.0,CC(C)OC(C)C,0.9306089400560421,train,../data/images/ESOL/94.png
95.0,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-0.5077032183513029,train,../data/images/ESOL/95.png
96.0,CCNc1nc(Cl)nc(NCC)n1,-0.7157669546039912,train,../data/images/ESOL/96.png
97.0,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,0.10980704474727193,train,../data/images/ESOL/97.png
98.0,COc1ccc(Cl)cc1,0.12889546091724335,train,../data/images/ESOL/98.png
99.0,C1CCOCC1,1.4412240726027772,train,../data/images/ESOL/99.png
100.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.25153853480930943,train,../data/images/ESOL/100.png
101.0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-0.147886573547342,train,../data/images/ESOL/101.png
102.0,C=CCCCC,-0.085849220994935,train,../data/images/ESOL/102.png
103.0,O=C1CNC(=O)N1,1.2646562230305416,train,../data/images/ESOL/103.png
104.0,C=CC=O,1.7275503151523481,train,../data/images/ESOL/104.png
105.0,CCC(=O)OC,1.3887309281353557,train,../data/images/ESOL/105.png
106.0,Cc1occc1C(=O)Nc1ccccc1,-0.11925394929238488,train,../data/images/ESOL/106.png
107.0,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-0.019039764400035034,train,../data/images/ESOL/107.png
108.0,CCCC(C)(COC(N)=O)COC(N)=O,0.5932211842517976,train,../data/images/ESOL/108.png
109.0,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-0.7921206192838769,train,../data/images/ESOL/109.png
110.0,OCC1OC(O)(CO)C(O)C1O,1.7609550434497983,train,../data/images/ESOL/110.png
111.0,O=C(Nc1ccccc1)c1ccccc1O,-0.25764496652467755,train,../data/images/ESOL/111.png
112.0,C=CC(O)CCC,1.1739862462231776,train,../data/images/ESOL/112.png
113.0,Cc1cccc(C)n1,1.670285066642434,train,../data/images/ESOL/113.png
114.0,Cc1cccc(O)c1,1.1310373098407418,train,../data/images/ESOL/114.png
115.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-0.6585017060940769,train,../data/images/ESOL/115.png
116.0,CCC(C)(C)CC,-0.5630596252442203,train,../data/images/ESOL/116.png
117.0,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-2.3635744804767724,train,../data/images/ESOL/117.png
118.0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-0.7682600990714127,train,../data/images/ESOL/118.png
119.0,CCCCOCCO,1.255112014945556,train,../data/images/ESOL/119.png
120.0,CCCCI,0.04299758815237197,train,../data/images/ESOL/120.png
121.0,CCCCCC1CCCC1,-1.4458988731053974,train,../data/images/ESOL/121.png
122.0,CNC(=O)ON=C(CSC)C(C)(C)C,0.6824595298464139,train,../data/images/ESOL/122.png
123.0,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-0.5487433131167416,train,../data/images/ESOL/123.png
124.0,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-1.558997738912478,train,../data/images/ESOL/124.png
125.0,CCCC(C)O,1.317149367497963,train,../data/images/ESOL/125.png
126.0,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0.10026283666228622,train,../data/images/ESOL/126.png
127.0,CN(C)C(=O)Nc1ccc(Cl)cc1,0.07640231644982184,train,../data/images/ESOL/127.png
128.0,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-2.0185513582045393,train,../data/images/ESOL/128.png
129.0,COP(=O)(NC(C)=O)SC,1.7132340030248696,train,../data/images/ESOL/129.png
130.0,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-0.1574307816323277,train,../data/images/ESOL/130.png
131.0,Clc1ccc(I)cc1,-0.46761754439436315,train,../data/images/ESOL/131.png
132.0,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-1.7117050682722494,train,../data/images/ESOL/132.png
133.0,CC(C)C(C)C,-0.28627759077963466,train,../data/images/ESOL/133.png
134.0,CCCC(C)(C)C,-0.6250969777966272,train,../data/images/ESOL/134.png
135.0,CNc1ccccc1,0.8447110672911708,train,../data/images/ESOL/135.png
136.0,CCCCCCCCBr,-0.9591442607711265,train,../data/images/ESOL/136.png
137.0,OCC(O)C(O)CO,1.7895876677047553,train,../data/images/ESOL/137.png
138.0,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-2.5959759473461745,train,../data/images/ESOL/138.png
139.0,CCOCC,1.4125914483478201,train,../data/images/ESOL/139.png
140.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-0.2643259121841677,train,../data/images/ESOL/140.png
141.0,Brc1cccc2ccccc12,-0.620324873754134,train,../data/images/ESOL/141.png
142.0,Clc1cc(Cl)cc(Cl)c1,-0.6823622263065415,train,../data/images/ESOL/142.png
143.0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0.059699952301097016,train,../data/images/ESOL/143.png
144.0,N#CC(Cl)(Cl)Cl,0.42094822831780565,train,../data/images/ESOL/144.png
145.0,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-0.7062227465190056,train,../data/images/ESOL/145.png
146.0,Oc1ccccn1,1.9422949970645262,train,../data/images/ESOL/146.png
147.0,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-0.9090371683249517,train,../data/images/ESOL/147.png
148.0,Cc1c2ccccc2c(C)c2ccccc12,-1.6797319711875471,train,../data/images/ESOL/148.png
149.0,CC(C)=CCC/C(C)=C\CO,0.2816027902770145,train,../data/images/ESOL/149.png
150.0,CC(C)(C)Cc1ccccc1,-0.5248827929042774,train,../data/images/ESOL/150.png
151.0,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0.253924586830556,train,../data/images/ESOL/151.png
152.0,CCSSCC,0.3006912064469859,train,../data/images/ESOL/152.png
153.0,C=CCCC=C,0.1766165013421717,train,../data/images/ESOL/153.png
154.0,Cc1cc(C)cc(C)c1,-0.16697498971731342,train,../data/images/ESOL/154.png
155.0,COP(=S)(OC)SCC(=O)N(C)C=O,0.503505628252932,train,../data/images/ESOL/155.png
156.0,c1ccc2c(c1)ccc1ccccc12,-1.0545863416209835,train,../data/images/ESOL/156.png
157.0,ClC=C(Cl)Cl,0.520207992401657,train,../data/images/ESOL/157.png
158.0,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-0.8923348041762267,train,../data/images/ESOL/158.png
159.0,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-0.567831729286713,train,../data/images/ESOL/159.png
160.0,CSC,1.2407957028180774,train,../data/images/ESOL/160.png
161.0,c1ccc2c(c1)Cc1ccccc1-2,-0.9305116365161695,train,../data/images/ESOL/161.png
162.0,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-2.2905612886266318,train,../data/images/ESOL/162.png
163.0,CCOC(C)OCC,1.250339910903063,train,../data/images/ESOL/163.png
164.0,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.21813380651185957,train,../data/images/ESOL/164.png
165.0,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-0.8699059151765104,train,../data/images/ESOL/165.png
166.0,COc1ccc(C=O)cc1,0.744496882398821,train,../data/images/ESOL/166.png
167.0,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-0.753943786943934,train,../data/images/ESOL/167.png
168.0,Cc1ccc(Cl)cc1,-0.014267660357542285,train,../data/images/ESOL/168.png
169.0,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-1.2454705033206976,train,../data/images/ESOL/169.png
170.0,Clc1cccc(Cl)c1-c1ccccc1,-1.0307258214085193,train,../data/images/ESOL/170.png
171.0,O=[N+]([O-])c1cccc(Cl)c1Cl,-0.20515182205725627,train,../data/images/ESOL/171.png
172.0,CC1=CC(=O)CC(C)(C)C1,0.9496973562260135,train,../data/images/ESOL/172.png
173.0,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-2.847943040789797,train,../data/images/ESOL/173.png
174.0,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-0.6656598621578165,train,../data/images/ESOL/174.png
175.0,CC(C)C(C)O,1.3696425119653843,train,../data/images/ESOL/175.png
176.0,CCOC(=O)c1ccc(O)cc1,0.3340959347444358,train,../data/images/ESOL/176.png
177.0,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-0.8374556076875588,train,../data/images/ESOL/177.png
178.0,Cc1cccc2c1Cc1ccccc1-2,-1.0354979254510122,train,../data/images/ESOL/178.png
179.0,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-2.9109348141507025,train,../data/images/ESOL/179.png
180.0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-0.2557361249076806,train,../data/images/ESOL/180.png
181.0,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-0.09348458746292378,train,../data/images/ESOL/181.png
182.0,CCOc1ccc(NC(N)=O)cc1,0.41999380750930715,train,../data/images/ESOL/182.png
183.0,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-1.6797319711875471,train,../data/images/ESOL/183.png
184.0,Cc1ccc(C)cc1,0.1336675649597361,train,../data/images/ESOL/184.png
185.0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-0.6728180182215556,train,../data/images/ESOL/185.png
186.0,Oc1cccc(Cl)c1Cl,0.835166859206185,train,../data/images/ESOL/186.png
187.0,CCC(=O)CC,1.3219214715404557,train,../data/images/ESOL/187.png
188.0,NC(=O)CCl,1.44599617664527,train,../data/images/ESOL/188.png
189.0,CCOc1ccc(NC(C)=O)cc1,0.3340959347444358,train,../data/images/ESOL/189.png
190.0,NC(=O)NCc1ccccc1,1.0021905006934348,train,../data/images/ESOL/190.png
191.0,CC(C)C,0.2386538538945789,train,../data/images/ESOL/191.png
192.0,CCC(O)CC,1.341009887710427,train,../data/images/ESOL/192.png
193.0,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-0.015699291570290194,train,../data/images/ESOL/193.png
194.0,Oc1ncc2nccnc2n1,0.5264117276568977,train,../data/images/ESOL/194.png
195.0,CO,2.204760719401633,train,../data/images/ESOL/195.png
196.0,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-2.004235046077061,train,../data/images/ESOL/196.png
197.0,Clc1ccccc1-c1ccccc1,-0.7109948505614985,train,../data/images/ESOL/197.png
198.0,c1ccc(CCc2ccccc2)cc1,-0.7491716829014412,train,../data/images/ESOL/198.png
199.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.7922179228237495,train,../data/images/ESOL/199.png
200.0,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-2.0710445026719606,train,../data/images/ESOL/200.png
201.0,Cc1ccc(N)cc1,0.8781157955886207,train,../data/images/ESOL/201.png
202.0,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-0.8078685626241034,train,../data/images/ESOL/202.png
203.0,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.4276291739772957,train,../data/images/ESOL/203.png
204.0,CCCC(=O)OCC,0.806534234951228,train,../data/images/ESOL/204.png
205.0,Clc1ccccc1I,-0.23378444631221337,train,../data/images/ESOL/205.png
206.0,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.3675006630418859,train,../data/images/ESOL/206.png
207.0,Cc1cncc(C)c1,1.636880338344984,train,../data/images/ESOL/207.png
208.0,Cc1cc(C)c(O)c(C)c1,0.4772590560192214,train,../data/images/ESOL/208.png
209.0,c1ccc(-c2ccccc2)cc1,-0.6179388217328877,train,../data/images/ESOL/209.png
210.0,Clc1ccc(Cl)c(Cl)c1,-0.25764496652467755,train,../data/images/ESOL/210.png
211.0,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,1.0499115411183633,train,../data/images/ESOL/211.png
212.0,CCC1(CC)C(=O)NC(=O)NC1=O,0.3102354145319716,train,../data/images/ESOL/212.png
213.0,Cc1c[nH]c2ccccc12,0.3006912064469859,train,../data/images/ESOL/213.png
214.0,CCC(C)CO,1.2312514947330917,train,../data/images/ESOL/214.png
215.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-1.894476653099725,train,../data/images/ESOL/215.png
216.0,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-0.8732463880062553,train,../data/images/ESOL/216.png
217.0,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-2.2094355199042535,train,../data/images/ESOL/217.png
218.0,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-0.10493763716490642,train,../data/images/ESOL/218.png
219.0,CCC1(c2ccccc2)C(=O)NCNC1=O,0.1957049175121431,train,../data/images/ESOL/219.png
220.0,Cc1ccc2cc(C)ccc2c1,-0.878018492048748,train,../data/images/ESOL/220.png
221.0,CC(C)O,1.6607408585574484,train,../data/images/ESOL/221.png
222.0,C1=Cc2cccc3cccc1c23,-0.4342128160969131,train,../data/images/ESOL/222.png
223.0,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-2.085360814799439,train,../data/images/ESOL/223.png
224.0,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-0.60314529920116,train,../data/images/ESOL/224.png
225.0,CCCC(O)CCC,0.7874458187812566,train,../data/images/ESOL/225.png
226.0,c1ccncc1,1.8182202919597121,train,../data/images/ESOL/226.png
227.0,CC(=O)c1ccccc1,0.8447110672911708,train,../data/images/ESOL/227.png
228.0,CCCC=C(C=O)CC,0.2816027902770145,train,../data/images/ESOL/228.png
229.0,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,0.38038534395661644,train,../data/images/ESOL/229.png
230.0,CC(C)(C)CO,1.2646562230305416,train,../data/images/ESOL/230.png
231.0,ClCBr,1.030823124948392,train,../data/images/ESOL/231.png
232.0,c1cc2ccc3cccc4ccc(c1)c2c34,-1.4917110719133289,train,../data/images/ESOL/232.png
233.0,Cc1ccccc1O,1.1596699340956989,train,../data/images/ESOL/233.png
234.0,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-1.1213957982158838,train,../data/images/ESOL/234.png
235.0,CCCOCC,1.1405815179257275,train,../data/images/ESOL/235.png
236.0,Cc1ccccc1[N+](=O)[O-],0.3436401428294215,train,../data/images/ESOL/236.png
237.0,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0.5774732409115712,train,../data/images/ESOL/237.png
238.0,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-1.2230416143209815,train,../data/images/ESOL/238.png
239.0,CC(C)C(C)C(C)C,-0.8350695556663125,train,../data/images/ESOL/239.png
240.0,Clc1ccc(Cl)c(Cl)c1Cl,-0.7253111626889771,train,../data/images/ESOL/240.png
241.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-0.36263125545952035,train,../data/images/ESOL/241.png
242.0,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-0.15265867758983495,train,../data/images/ESOL/242.png
243.0,Oc1cccc2ccccc12,0.3961332872968428,train,../data/images/ESOL/243.png
244.0,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7607220361432967,train,../data/images/ESOL/244.png
245.0,Ic1cccc2ccccc12,-0.7157669546039912,train,../data/images/ESOL/245.png
246.0,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-0.48670596056433457,train,../data/images/ESOL/246.png
247.0,CCc1ccc(C)cc1,-0.028583972485020745,train,../data/images/ESOL/247.png
248.0,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-0.3659717282892654,train,../data/images/ESOL/248.png
249.0,Cc1cc(C)cc(O)c1,0.7874458187812566,train,../data/images/ESOL/249.png
250.0,Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C,0.0033891245996812234,train,../data/images/ESOL/250.png
251.0,OC1CCCCCCC1,0.8399389632486779,train,../data/images/ESOL/251.png
252.0,C=CCC1(C)C(=O)NC(=O)NC1=O,0.9019763158010851,train,../data/images/ESOL/252.png
253.0,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-2.0710445026719606,train,../data/images/ESOL/253.png
254.0,CN(C)C(=O)SCCCCOc1ccccc1,-0.4184648727566867,train,../data/images/ESOL/254.png
255.0,CCCCCCC(=O)OCC,0.14798387708721455,train,../data/images/ESOL/255.png
256.0,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-1.8181229884198398,train,../data/images/ESOL/256.png
257.0,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-2.6957129218342746,train,../data/images/ESOL/257.png
258.0,ClCC(Cl)Cl,0.7492689864413138,train,../data/images/ESOL/258.png
259.0,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-1.1834331507682907,train,../data/images/ESOL/259.png
260.0,CN(C)C(=O)N(C)C,1.9041181647245835,train,../data/images/ESOL/260.png
261.0,CCCCBr,0.3245517266594501,train,../data/images/ESOL/261.png
262.0,Cc1ccc(O)c(C)c1,0.8876600036736065,train,../data/images/ESOL/262.png
263.0,Fc1ccccc1,0.5965616570815425,train,../data/images/ESOL/263.png
