idx,smiles,BBBP,group,img_path
110.0,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,1.0,train,../data/images/BBBP/110.png
111.0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1.0,train,../data/images/BBBP/111.png
112.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,train,../data/images/BBBP/112.png
113.0,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,1.0,train,../data/images/BBBP/113.png
114.0,CNC(=O)NC(O)C(Cl)(Cl)Cl,1.0,train,../data/images/BBBP/114.png
115.0,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,1.0,train,../data/images/BBBP/115.png
116.0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/116.png
117.0,O=C1CN2C(=O)CCC2N1,1.0,train,../data/images/BBBP/117.png
118.0,COC(=O)C1=CCCN(C)C1,1.0,train,../data/images/BBBP/118.png
119.0,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,1.0,train,../data/images/BBBP/119.png
120.0,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0,train,../data/images/BBBP/120.png
121.0,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,1.0,train,../data/images/BBBP/121.png
122.0,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,1.0,train,../data/images/BBBP/122.png
123.0,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.0,train,../data/images/BBBP/123.png
124.0,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/124.png
125.0,NNCCc1ccccc1,1.0,train,../data/images/BBBP/125.png
126.0,CC12CC(=O)[C@H]3C(CC[C@H]4C[C@H](O)CCC43C)[C@@H]1CCC2C(=O)CO,1.0,train,../data/images/BBBP/126.png
127.0,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1.0,train,../data/images/BBBP/127.png
128.0,CN1[C@@H]2CC[C@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1.0,train,../data/images/BBBP/128.png
129.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1,0.0,train,../data/images/BBBP/129.png
130.0,O=c1ncnc2[nH][nH]cc1-2,0.0,train,../data/images/BBBP/130.png
131.0,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/131.png
132.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0,train,../data/images/BBBP/132.png
133.0,CCC(Br)(C(N)=O)C(C)C,1.0,train,../data/images/BBBP/133.png
134.0,CCCCC,1.0,train,../data/images/BBBP/134.png
135.0,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1.0,train,../data/images/BBBP/135.png
136.0,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,1.0,train,../data/images/BBBP/136.png
137.0,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1.0,train,../data/images/BBBP/137.png
138.0,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1.0,train,../data/images/BBBP/138.png
139.0,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.0,train,../data/images/BBBP/139.png
140.0,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C\C(O)C(C)CC(CC=O)C(O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC)[C@@H](C)O3)[C@H](N(C)C)[C@H]2O)C1OC,0.0,train,../data/images/BBBP/140.png
141.0,CN1CCN2c3ccccc3Cn3cccc3C2C1,1.0,train,../data/images/BBBP/141.png
142.0,O=c1[nH]c2cc(Cl)ccc2o1,1.0,train,../data/images/BBBP/142.png
143.0,c1ccc2c(c1)CCN1CCNCC21,1.0,train,../data/images/BBBP/143.png
144.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,train,../data/images/BBBP/144.png
145.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.0,train,../data/images/BBBP/145.png
146.0,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,train,../data/images/BBBP/146.png
147.0,C=C,1.0,train,../data/images/BBBP/147.png
148.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.0,train,../data/images/BBBP/148.png
149.0,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0.0,train,../data/images/BBBP/149.png
150.0,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1.0,train,../data/images/BBBP/150.png
151.0,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,1.0,train,../data/images/BBBP/151.png
152.0,Cc1c(O)c(=O)ccn1C,1.0,train,../data/images/BBBP/152.png
153.0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,1.0,train,../data/images/BBBP/153.png
154.0,O=C(O)c1ccccc1O,0.0,train,../data/images/BBBP/154.png
155.0,CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,1.0,train,../data/images/BBBP/155.png
156.0,COC(F)(F)C(F)Br,1.0,train,../data/images/BBBP/156.png
157.0,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1.0,train,../data/images/BBBP/157.png
158.0,NC(=O)NCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,1.0,train,../data/images/BBBP/158.png
159.0,Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C,1.0,train,../data/images/BBBP/159.png
160.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.0,train,../data/images/BBBP/160.png
161.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0.0,train,../data/images/BBBP/161.png
162.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1.0,train,../data/images/BBBP/162.png
163.0,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1.0,train,../data/images/BBBP/163.png
164.0,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0.0,train,../data/images/BBBP/164.png
165.0,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)[C@@H](C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,0.0,train,../data/images/BBBP/165.png
166.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.0,train,../data/images/BBBP/166.png
167.0,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1.0,train,../data/images/BBBP/167.png
168.0,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.0,train,../data/images/BBBP/168.png
169.0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,1.0,train,../data/images/BBBP/169.png
170.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1.0,train,../data/images/BBBP/170.png
171.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1,1.0,train,../data/images/BBBP/171.png
172.0,CC(C)(C)NCC(O)c1ccccc1F,1.0,train,../data/images/BBBP/172.png
173.0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,train,../data/images/BBBP/173.png
174.0,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1.0,train,../data/images/BBBP/174.png
175.0,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,1.0,train,../data/images/BBBP/175.png
176.0,CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,1.0,train,../data/images/BBBP/176.png
177.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,1.0,train,../data/images/BBBP/177.png
178.0,CNCCC=C1c2ccccc2C2CC2c2ccccc21,1.0,train,../data/images/BBBP/178.png
179.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.0,train,../data/images/BBBP/179.png
180.0,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,1.0,train,../data/images/BBBP/180.png
181.0,CC(OC(N)=O)C(C)C(C)OC(N)=O,1.0,train,../data/images/BBBP/181.png
182.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0.0,train,../data/images/BBBP/182.png
183.0,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C,1.0,train,../data/images/BBBP/183.png
184.0,C=CCC(N)Cc1ccccc1,1.0,train,../data/images/BBBP/184.png
185.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0.0,train,../data/images/BBBP/185.png
186.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.0,train,../data/images/BBBP/186.png
187.0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.0,train,../data/images/BBBP/187.png
188.0,C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,1.0,train,../data/images/BBBP/188.png
189.0,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1.0,train,../data/images/BBBP/189.png
190.0,c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,1.0,train,../data/images/BBBP/190.png
191.0,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1.0,train,../data/images/BBBP/191.png
192.0,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0.0,train,../data/images/BBBP/192.png
193.0,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,1.0,train,../data/images/BBBP/193.png
194.0,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1.0,train,../data/images/BBBP/194.png
