idx,smiles,BACE,group,img_path
18.0,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O,0.5616602398810936,train,../data/images/BACE/18.png
19.0,COCC(=O)NC(Cc1ccc(-c2nccs2)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0.7568042219655892,train,../data/images/BACE/19.png
20.0,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,0.8936506924179362,train,../data/images/BACE/20.png
21.0,CCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,0.3902957187283724,train,../data/images/BACE/21.png
22.0,CC1CC2(CC[NH+]1Cc1ccc(O)c(Cl)c1)CN(C)S(=O)(=O)N2c1cccc(F)c1,-0.5410771818887622,train,../data/images/BACE/22.png
23.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCC1,0.10103525417326292,train,../data/images/BACE/23.png
24.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCN(O)C1,-0.09243902247336973,train,../data/images/BACE/24.png
25.0,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1OC,0.3253539612952855,train,../data/images/BACE/25.png
26.0,NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)CO1,-0.4506621145343857,train,../data/images/BACE/26.png
27.0,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1,0.14847934513219463,train,../data/images/BACE/27.png
28.0,NC1=NC(c2ccncc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,0.04322664946206815,train,../data/images/BACE/28.png
29.0,COc1ccc(CC(NC(C)=O)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,1.4320009990558102,train,../data/images/BACE/29.png
30.0,CC#Cc1cncc(-c2cccc(C3(C4CC4)NC(=[NH2+])N(C)C3=O)c2)c1,1.3007822116524348,train,../data/images/BACE/30.png
31.0,Nc1nc2cc(Cl)ccc2[nH]1,-2.5230818449196053,train,../data/images/BACE/31.png
32.0,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,-0.7850155054134708,train,../data/images/BACE/32.png
33.0,CN1C(=O)C[C@](C)(CCc2ccccc2)N=C1N,-2.1036342081743022,train,../data/images/BACE/33.png
34.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cn(CC(C)(C)C)nn2)CC1,-0.13055654884967327,train,../data/images/BACE/34.png
35.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCN(C(N)=O)CC1,-0.07583928747269365,train,../data/images/BACE/35.png
36.0,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(CC(C)C)C2=O)C1,0.695946227067032,train,../data/images/BACE/36.png
37.0,CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)C1=O,1.325689116832652,train,../data/images/BACE/37.png
38.0,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(F)c4)cc32)N=C1N,0.3594513627701167,train,../data/images/BACE/38.png
39.0,NC(=[NH2+])NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,-0.8123801347313062,train,../data/images/BACE/39.png
40.0,CS(=O)(=O)N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1)c1ccccn1,0.011632874679847659,train,../data/images/BACE/40.png
41.0,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CNc4ccccc4)cc31)N(C)S(=O)(=O)CC2,1.325689116832652,train,../data/images/BACE/41.png
42.0,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,1.5385623646460393,train,../data/images/BACE/42.png
43.0,CO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.2948440157030496,train,../data/images/BACE/43.png
44.0,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,1.135467066014114,train,../data/images/BACE/44.png
45.0,COCC(=O)NC(Cc1cc(-c2nccs2)ccc1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.1179693995399587,train,../data/images/BACE/45.png
46.0,CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.2776569366464432,train,../data/images/BACE/46.png
47.0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,1.266685182763277,train,../data/images/BACE/47.png
48.0,CCN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,0.04697247679060444,train,../data/images/BACE/48.png
49.0,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,0.8770509574172601,train,../data/images/BACE/49.png
50.0,Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,0.2473081421687744,train,../data/images/BACE/50.png
51.0,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,-1.3584630844399646,train,../data/images/BACE/51.png
52.0,COc1cccc([C@@]2(c3ccccc3)[NH+]=C(N)N3CCCN=C32)c1,-1.3632812878543796,train,../data/images/BACE/52.png
53.0,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,0.9111483588920913,train,../data/images/BACE/53.png
54.0,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4[nH]cc(CC(F)(F)F)c4c3)C2O)c1,0.29719512835551287,train,../data/images/BACE/54.png
55.0,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\OCc2ccccc2)c1,0.4858029144844259,train,../data/images/BACE/55.png
56.0,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCCCO)c2)N=C1N,1.101370037124956,train,../data/images/BACE/56.png
57.0,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,1.1632343114108878,train,../data/images/BACE/57.png
58.0,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(CC)c2)c2cccnc21,1.1501796545777887,train,../data/images/BACE/58.png
59.0,C[C@H]([NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,0.970151920375793,train,../data/images/BACE/59.png
60.0,[NH3+]CCc1ccc(O)cc1,-2.8488055554600438,train,../data/images/BACE/60.png
61.0,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccccc3)c2)N=C1N,0.271291183912627,train,../data/images/BACE/61.png
62.0,CCOC[C@H](Oc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,0.7249468800778333,train,../data/images/BACE/62.png
63.0,CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)C)cc21,1.325689116832652,train,../data/images/BACE/63.png
64.0,CC(F)C(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0.7579221280207871,train,../data/images/BACE/64.png
65.0,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,1.2358408268050214,train,../data/images/BACE/65.png
66.0,Cc1ccc2c(c1)CC(C)(C)N=C2NC(Cc1ccccc1)C(=O)[O-],-0.9353302027966606,train,../data/images/BACE/66.png
67.0,COC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,0.07287604864781626,train,../data/images/BACE/67.png
68.0,COCC(=O)NC(Cc1cccc(-c2nc(C)cs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.2832852903496264,train,../data/images/BACE/68.png
69.0,COc1ccc(C(Cc2ccccc2)c2csc(N)n2)cc1,-1.5105671617793914,train,../data/images/BACE/69.png
70.0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3Cl)ccc1O2,-0.9019633673107079,train,../data/images/BACE/70.png
71.0,CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,1.101370037124956,train,../data/images/BACE/71.png
72.0,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,0.3762230833177462,train,../data/images/BACE/72.png
73.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(CC(C)(C)C)c2)CCCCC1,-0.6290813218661302,train,../data/images/BACE/73.png
74.0,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2ncc3ccoc3n2)=N1,-1.7805558559167278,train,../data/images/BACE/74.png
75.0,CN1C(=O)C(c2ccsc2)(c2ccc(F)c(-c3cccnc3)c2)N=C1N,0.3902957187283724,train,../data/images/BACE/75.png
76.0,CCn1cc(C2(c3cccc(NC(=O)c4ccccn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,1.5513050927531646,train,../data/images/BACE/76.png
77.0,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc13)N(C(C)C)S(=O)(=O)CC2,0.8318209195653833,train,../data/images/BACE/77.png
78.0,CC(=O)NC(Cc1ccccc1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.4320009990558102,train,../data/images/BACE/78.png
79.0,Cc1cc2cc(n1)OCCCCOc1cccc(c1)CC(C(O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)NC2=O,0.9296462688657082,train,../data/images/BACE/79.png
80.0,CC1(c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,0.4858029144844259,train,../data/images/BACE/80.png
81.0,CN1C(=O)[C@@](c2ccsc2)(c2cccc(-c3cccnc3)c2)N=C1N,0.5215142080632088,train,../data/images/BACE/81.png
82.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ncc(C(C)(C)C)o2)CC1,-0.9032869406577569,train,../data/images/BACE/82.png
83.0,CCCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,0.22498057309005143,train,../data/images/BACE/83.png
84.0,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]CC(F)(F)C(F)(F)F)cc31)N(C)S(=O)(=O)CC2,0.7249468800778333,train,../data/images/BACE/84.png
85.0,C[C@]1(c2cccc(-c3cccc(Cl)c3)c2)[NH+]=C(N)CCO1,-0.984618443805855,train,../data/images/BACE/85.png
86.0,CC(C)CC(NC(=O)C([NH3+])CCC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-])C(C)C,2.23617553523958,train,../data/images/BACE/86.png
87.0,CCOC(=O)CN1C(C)=C(C(=O)NOCc2ccccc2)[C@H](C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C1C,-1.275973883086724,train,../data/images/BACE/87.png
88.0,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(C[NH2+]2)C(=O)Nc2ccccc23)cc1,-1.1984970022838652,train,../data/images/BACE/88.png
89.0,CCN1CC2(CC[NH+](Cc3cccc(OC(C)C)c3)C(C)C2)N(c2cccc(F)c2)S1(=O)=O,-0.5606964257057748,train,../data/images/BACE/89.png
90.0,CC1(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,0.3312921572446707,train,../data/images/BACE/90.png
91.0,CCC(=O)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,0.970151920375793,train,../data/images/BACE/91.png
92.0,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(C(F)(F)F)cc1,-1.3509326063556995,train,../data/images/BACE/92.png
93.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3(C)CCCO3)c2)CC1,-0.212686130510714,train,../data/images/BACE/93.png
94.0,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC4COC4)c3)C2O)c1,0.8048364021517987,train,../data/images/BACE/94.png
95.0,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC,0.3902957187283724,train,../data/images/BACE/95.png
96.0,CC(C)Oc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3c3cccc(F)c3)CC2C)c1,-0.47388016337311456,train,../data/images/BACE/96.png
97.0,Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,0.8770509574172601,train,../data/images/BACE/97.png
98.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCc2nc(N)ncc2C1,0.9924794894545159,train,../data/images/BACE/98.png
99.0,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(O)c(CO)c3)C2O)c1,-0.4479762189302287,train,../data/images/BACE/99.png
100.0,CCOCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.2832852903496264,train,../data/images/BACE/100.png
101.0,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)cc2c1CCCS(=O)(=O)N2C,0.8936506924179362,train,../data/images/BACE/101.png
102.0,COCC1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,0.7249468800778333,train,../data/images/BACE/102.png
103.0,CCCCNC(=O)NCc1ccc(CN2C(=N)NC(CCC3CCCCC3)(CC(C)C)C2=O)cc1,-0.7445098539033861,train,../data/images/BACE/103.png
104.0,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cnccn3)c2)N=C1N,0.3902957187283724,train,../data/images/BACE/104.png
105.0,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc13)NS(=O)(=O)CC2,0.9924794894545159,train,../data/images/BACE/105.png
106.0,CC(C)CC(CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,-2.170629061703431,train,../data/images/BACE/106.png
107.0,COc1cccc(-c2cccc(C3(c4ccccc4)NC(=[NH2+])N(C)C3=O)c2)c1,0.14847934513219463,train,../data/images/BACE/107.png
108.0,CC1=C(C(=O)NOCc2ccccc2)[C@H](C(C)C)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1S(C)(=O)=O,-1.1649887332761977,train,../data/images/BACE/108.png
109.0,CC1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,-0.6981988704951371,train,../data/images/BACE/109.png
110.0,CCC[C@@H]1C(C(C)=O)=C(C)N(CC(=O)OC(C)C)C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNc1cccc(OC)c1,-1.4507535245240553,train,../data/images/BACE/110.png
111.0,CN1CCC(C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N,1.0423664756412545,train,../data/images/BACE/111.png
112.0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(C)c3)ccc1O2,-0.5549344627800226,train,../data/images/BACE/112.png
113.0,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(C(=O)c3ccccc3)CC[NH2+]2)c1,-0.43420306788407725,train,../data/images/BACE/113.png
114.0,N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,0.05580484373571271,train,../data/images/BACE/114.png
115.0,CC(=O)Nc1ccc(C[NH+]2CCC3(CC2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)cc1,-0.9897148942013464,train,../data/images/BACE/115.png
116.0,CC(C)(C)c1ccnc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1,0.48100818396745065,train,../data/images/BACE/116.png
117.0,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccn1,-2.3483333516445897,train,../data/images/BACE/117.png
118.0,O=C(C1C[NH2+]CC1c1ccccc1Br)N1CCC(c2ccccc2)CC1c1ccccc1,-0.22365713922253277,train,../data/images/BACE/118.png
119.0,CN(C)c1cccc(C[NH2+]CC(O)C(Cc2ccccc2)NC(=O)C2(Cc3ccccc3)CN(Cc3ccccc3)C(=O)N2)c1,-0.9098896058975164,train,../data/images/BACE/119.png
120.0,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc([N+](=O)[O-])cc1,-0.7031400271818543,train,../data/images/BACE/120.png
121.0,CC(C)Oc1cccc(C[N@H+]2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,-0.6722952986379253,train,../data/images/BACE/121.png
122.0,C#Cc1ccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,0.6005420885083078,train,../data/images/BACE/122.png
123.0,COCC1CCCN1C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccc3)C[NH2+]2)c1,1.9619695438622795,train,../data/images/BACE/123.png
124.0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,0.3343027985219742,train,../data/images/BACE/124.png
125.0,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)c2nnn[nH]2)=N1,-2.479348856304426,train,../data/images/BACE/125.png
126.0,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)C)c2)CCCCC1,0.6005420885083078,train,../data/images/BACE/126.png
127.0,COc1ccc([C@]2(C)CCSC(N)=N2)cc1,-1.5923478542156335,train,../data/images/BACE/127.png
128.0,CN1C(=O)C2CN(c3ccccc3)CC2(c2ccc(-c3ccc(F)c(C#N)c3)s2)N=C1N,0.3902957187283724,train,../data/images/BACE/128.png
129.0,O=C(C1C[NH2+]CC12CCCc1cc(Br)ccc12)N1CCC(c2ccccc2)CC1c1ccccc1,0.4716272218764703,train,../data/images/BACE/129.png
130.0,CC(=O)NC(Cc1ccc(C(F)(F)F)c(F)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0.6218875962684428,train,../data/images/BACE/130.png
131.0,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCC1CC[NH2+]C1,-2.361726614337895,train,../data/images/BACE/131.png
132.0,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,-0.03018323516157416,train,../data/images/BACE/132.png
133.0,COc1ncccc1-c1cccc(C2(c3ccc(OC(F)(F)F)cc3)N=C(N)N(C)C2=O)c1,-0.1773465283999572,train,../data/images/BACE/133.png
134.0,CC#Cc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)[O-],-0.1710622748768923,train,../data/images/BACE/134.png
135.0,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1,0.8318209195653833,train,../data/images/BACE/135.png
136.0,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3F)ccc1O2,-0.5328837248568162,train,../data/images/BACE/136.png
137.0,COCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.3899127526383603,train,../data/images/BACE/137.png
138.0,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1.8465413844106977,train,../data/images/BACE/138.png
139.0,COc1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2=CN(CC(=O)OC(C)C)C(C)=C(C(C)=O)[C@H]2C)c1,-1.4446124184168043,train,../data/images/BACE/139.png
140.0,CCCCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,-0.34390424725987706,train,../data/images/BACE/140.png
141.0,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4[nH]ccc4c3)C2O)c1,-0.71635064837794,train,../data/images/BACE/141.png
142.0,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+][C@H]1CC(C)(C)Cc2nn(CC(C)(C)C)cc21,0.6218875962684428,train,../data/images/BACE/142.png
143.0,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OCCC(F)(F)F)c3)C2O)c1,0.44929965279774803,train,../data/images/BACE/143.png
144.0,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,-0.7943964675044511,train,../data/images/BACE/144.png
145.0,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCC[NH3+])cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1,-0.49786320511696713,train,../data/images/BACE/145.png
146.0,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc13)OS(=O)(=O)CC2,0.059665054866057145,train,../data/images/BACE/146.png
147.0,COc1ccc(C2(c3cccc(-c4cccnc4)c3)COC(N)=N2)cc1,-1.0393126048710681,train,../data/images/BACE/147.png
148.0,CCOc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3c3cccc(F)c3)CC2C)c1,-1.1175442697315925,train,../data/images/BACE/148.png
149.0,O=C(O[C@H]1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12,-1.3980153637283321,train,../data/images/BACE/149.png
150.0,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,0.8462066014590045,train,../data/images/BACE/150.png
151.0,CCC(CC(=O)NCCC(C)(C)C)n1c(N)nc2cc(Cl)ccc21,-1.862715617017334,train,../data/images/BACE/151.png
