idx,smiles,SIDER,group,img_path
29.0,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,0.0,train,../data/images/SIDER/29.png
30.0,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.0,train,../data/images/SIDER/30.png
31.0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1.0,train,../data/images/SIDER/31.png
32.0,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,0.0,train,../data/images/SIDER/32.png
33.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.0,train,../data/images/SIDER/33.png
34.0,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,0.0,train,../data/images/SIDER/34.png
35.0,c1coc(CNc2ncnc3nc[nH]c23)c1,0.0,train,../data/images/SIDER/35.png
36.0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.0,train,../data/images/SIDER/36.png
37.0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.0,train,../data/images/SIDER/37.png
38.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1.0,train,../data/images/SIDER/38.png
39.0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.0,train,../data/images/SIDER/39.png
40.0,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0.0,train,../data/images/SIDER/40.png
41.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0.0,train,../data/images/SIDER/41.png
42.0,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,1.0,train,../data/images/SIDER/42.png
43.0,Cc1cccc(C)c1NC(=O)C1CCCCN1C,0.0,train,../data/images/SIDER/43.png
44.0,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.0,train,../data/images/SIDER/44.png
45.0,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0.0,train,../data/images/SIDER/45.png
46.0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.0,train,../data/images/SIDER/46.png
47.0,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1.0,train,../data/images/SIDER/47.png
48.0,N=C(N)N=C(N)N,0.0,train,../data/images/SIDER/48.png
49.0,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,1.0,train,../data/images/SIDER/49.png
50.0,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,1.0,train,../data/images/SIDER/50.png
51.0,COc1ccc2cccc(CCNC(C)=O)c2c1,1.0,train,../data/images/SIDER/51.png
52.0,CCOC(=O)O[C@]1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,0.0,train,../data/images/SIDER/52.png
53.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1.0,train,../data/images/SIDER/53.png
54.0,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,0.0,train,../data/images/SIDER/54.png
55.0,Clc1ccccc1CN1CCc2sccc2C1,1.0,train,../data/images/SIDER/55.png
56.0,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,1.0,train,../data/images/SIDER/56.png
57.0,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0.0,train,../data/images/SIDER/57.png
58.0,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1.0,train,../data/images/SIDER/58.png
59.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.0,train,../data/images/SIDER/59.png
60.0,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,0.0,train,../data/images/SIDER/60.png
61.0,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,1.0,train,../data/images/SIDER/61.png
62.0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0.0,train,../data/images/SIDER/62.png
63.0,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)O)C(C)C,1.0,train,../data/images/SIDER/63.png
64.0,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,1.0,train,../data/images/SIDER/64.png
65.0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0.0,train,../data/images/SIDER/65.png
66.0,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,1.0,train,../data/images/SIDER/66.png
67.0,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,1.0,train,../data/images/SIDER/67.png
68.0,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.0,train,../data/images/SIDER/68.png
69.0,CC(c1cc2ccccc2s1)N(O)C(N)=O,1.0,train,../data/images/SIDER/69.png
70.0,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0.0,train,../data/images/SIDER/70.png
71.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.0,train,../data/images/SIDER/71.png
72.0,O=C(O)CN1C(=O)[C@@H](N[C@H](CCc2ccccc2)C(=O)O)CCc2ccccc21,0.0,train,../data/images/SIDER/72.png
73.0,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.0,train,../data/images/SIDER/73.png
74.0,O=C(NCCO[N+](=O)[O-])c1cccnc1,1.0,train,../data/images/SIDER/74.png
75.0,CC(C)OC(=O)CCCC=CC[C@@H]1[C@@H](C=CC(O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,0.0,train,../data/images/SIDER/75.png
76.0,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,1.0,train,../data/images/SIDER/76.png
77.0,[La],0.0,train,../data/images/SIDER/77.png
78.0,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2,0.0,train,../data/images/SIDER/78.png
79.0,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.0,train,../data/images/SIDER/79.png
80.0,CN(C)C(=N)N=C(N)N,1.0,train,../data/images/SIDER/80.png
81.0,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,0.0,train,../data/images/SIDER/81.png
82.0,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1.0,train,../data/images/SIDER/82.png
83.0,NCCCNCCSP(=O)(O)O,0.0,train,../data/images/SIDER/83.png
84.0,CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,0.0,train,../data/images/SIDER/84.png
85.0,CC(N)Cc1ccccc1,0.0,train,../data/images/SIDER/85.png
86.0,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,1.0,train,../data/images/SIDER/86.png
87.0,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.0,train,../data/images/SIDER/87.png
88.0,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,0.0,train,../data/images/SIDER/88.png
89.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.0,train,../data/images/SIDER/89.png
90.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.0,train,../data/images/SIDER/90.png
91.0,CC(O)(P(=O)(O)O)P(=O)(O)O,0.0,train,../data/images/SIDER/91.png
92.0,[I-],0.0,train,../data/images/SIDER/92.png
93.0,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,train,../data/images/SIDER/93.png
94.0,CN(C)C(=O)Oc1ccc[n+](C)c1,0.0,train,../data/images/SIDER/94.png
95.0,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.0,train,../data/images/SIDER/95.png
96.0,O=S(=O)(O)CCS,1.0,train,../data/images/SIDER/96.png
97.0,CCO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)([O-])O)n1,1.0,train,../data/images/SIDER/97.png
98.0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C(=O)C(=C(N)[O-])C(=O)[C@@]3(O)C(=O)C1=C2[O-],1.0,train,../data/images/SIDER/98.png
99.0,NCCO,0.0,train,../data/images/SIDER/99.png
100.0,Cc1ncc([N+](=O)[O-])n1CCO,1.0,train,../data/images/SIDER/100.png
101.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1.0,train,../data/images/SIDER/101.png
102.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1.0,train,../data/images/SIDER/102.png
103.0,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.0,train,../data/images/SIDER/103.png
104.0,C[N+](C)(C)CCOC(N)=O,0.0,train,../data/images/SIDER/104.png
105.0,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1.0,train,../data/images/SIDER/105.png
106.0,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,1.0,train,../data/images/SIDER/106.png
107.0,CN1C(=O)OC(C)(C)C1=O,1.0,train,../data/images/SIDER/107.png
108.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.0,train,../data/images/SIDER/108.png
109.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1.0,train,../data/images/SIDER/109.png
110.0,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1.0,train,../data/images/SIDER/110.png
111.0,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,1.0,train,../data/images/SIDER/111.png
112.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1.0,train,../data/images/SIDER/112.png
113.0,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0,train,../data/images/SIDER/113.png
114.0,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.0,train,../data/images/SIDER/114.png
115.0,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1.0,train,../data/images/SIDER/115.png
116.0,NC(=O)CCC(N)C(=O)O,1.0,train,../data/images/SIDER/116.png
117.0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,1.0,train,../data/images/SIDER/117.png
118.0,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.0,train,../data/images/SIDER/118.png
119.0,Nc1ccc(O)c(C(=O)O)c1,1.0,train,../data/images/SIDER/119.png
120.0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0,train,../data/images/SIDER/120.png
121.0,O=P1(N(CCCl)CCCl)NCCCO1,1.0,train,../data/images/SIDER/121.png
122.0,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.0,train,../data/images/SIDER/122.png
123.0,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,0.0,train,../data/images/SIDER/123.png
124.0,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,0.0,train,../data/images/SIDER/124.png
125.0,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,0.0,train,../data/images/SIDER/125.png
126.0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,0.0,train,../data/images/SIDER/126.png
127.0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.0,train,../data/images/SIDER/127.png
128.0,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,1.0,train,../data/images/SIDER/128.png
129.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,train,../data/images/SIDER/129.png
130.0,CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C(C)(F)[C@@H]1O)Oc1ccccc1,1.0,train,../data/images/SIDER/130.png
131.0,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.0,train,../data/images/SIDER/131.png
132.0,O=P1(NCCCl)OCCCN1CCCl,1.0,train,../data/images/SIDER/132.png
133.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1.0,train,../data/images/SIDER/133.png
134.0,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0.0,train,../data/images/SIDER/134.png
135.0,COC(=O)C=CC(=O)O,0.0,train,../data/images/SIDER/135.png
136.0,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,0.0,train,../data/images/SIDER/136.png
137.0,CC(C)NCC(O)COc1cccc2ccccc12,0.0,train,../data/images/SIDER/137.png
138.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0,train,../data/images/SIDER/138.png
139.0,CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0.0,train,../data/images/SIDER/139.png
140.0,O=[NH+][O-],0.0,train,../data/images/SIDER/140.png
141.0,C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,0.0,train,../data/images/SIDER/141.png
142.0,CC(C)(S)C(N)C(=O)O,1.0,train,../data/images/SIDER/142.png
