idx,smiles,Caco2,group,img_path
19.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/19.png
20.0,CC(CN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/20.png
21.0,O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/21.png
22.0,NCC(=O)N1CCC[C@H]1C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/22.png
23.0,C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/23.png
24.0,O=C(c1cc2c(cc1F)O[C@](c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/24.png
25.0,CN1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)CC1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/25.png
26.0,CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/26.png
27.0,CC(C)CCn1c(=O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c(O)c2cccn21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/27.png
28.0,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4cc(F)c(F)cc34)CC2)c1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/28.png
29.0,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)n(C)c4ccccc34)CC2)c1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/29.png
30.0,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccccc34)CC2)c1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/30.png
31.0,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccc(F)cc34)CC2)c1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/31.png
32.0,CC(C)[C@@H](c1nc2ccccc2o1)n1cc(/C=C/C(=O)NO)nn1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/32.png
33.0,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/33.png
34.0,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN(CCCc1ccccc1)CC(=O)OC,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/34.png
35.0,Cc1cc(S(=O)(=O)NCCC(=O)O)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/35.png
36.0,O=C(O)CCNCc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/36.png
37.0,CS(=O)(=O)N1CCN(CC(O)CN2CCC(CNC(=O)c3cccc4[nH]c(C5CC5)nc34)CC2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/37.png
38.0,CC(C)(C)C(=O)OCn1nnc(-c2ccccc2-c2ccc(CN3CCC(COC(=O)c4c5n(c6ccccc46)CCCO5)CC3)cc2)n1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/38.png
39.0,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/39.png
40.0,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/40.png
41.0,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C1C2(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/41.png
42.0,CN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/42.png
43.0,CCN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/43.png
44.0,COCCn1cc(C(=O)Nc2cccc3ccccc23)c2ccccc21,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/44.png
45.0,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/45.png
46.0,CNC(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/46.png
47.0,NC(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/47.png
48.0,O=C1C(NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCCN1c1ccc(-n2ccccc2=O)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/48.png
49.0,O=C1C(NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCCN1c1ccc(-n2ccccc2=O)cc1F,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/49.png
50.0,COC(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/50.png
51.0,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/51.png
52.0,COc1ccc(-c2c(C)nn3c(NCCN4CCOCC4)cc(C)nc23)cc1OC,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/52.png
53.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCC(=O)C[C@@H]1OC(CO)[C@@H](O)[C@H](O)[C@@H]1O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/53.png
54.0,CCCCCCC(N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)NC1O[C@H](C(N)=O)[C@@H](O)[C@H](O)[C@H]1O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/54.png
55.0,O=C1c2cc(Cl)ccc2-n2c1nc1ncccc1c2=O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/55.png
56.0,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/56.png
57.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/57.png
58.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/58.png
59.0,COc1ccc(-c2csc(-c3nc4c(=O)n(C)c(=O)nc-4n(C)n3)c2)cc1OC,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/59.png
60.0,Cn1cnc(S(=O)(=O)N2CCC(CN(C3Cc4cc(C#N)ccc4N(Cc4cncn4C)C3)S(=O)(=O)c3ccccn3)CC2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/60.png
61.0,CCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/61.png
62.0,CCCCCCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/62.png
63.0,CCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/63.png
64.0,CCCCCCCCCCC(N)C(=O)NC(CCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/64.png
65.0,CCCCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/65.png
66.0,CCCCCCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/66.png
67.0,CCCCCCCCC(N)C(=O)NC(CCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/67.png
68.0,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/68.png
69.0,CCCCCCC(N)C(=O)NC(CCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/69.png
70.0,CCCCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/70.png
71.0,CCCCCCCCCCCCC(N)C(=O)NC(CCCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/71.png
72.0,CCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/72.png
73.0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/73.png
74.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/74.png
75.0,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(N)=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/75.png
76.0,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/76.png
77.0,Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)Cc2ccccc2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/77.png
78.0,Cc1ccccc1CN(CCN(Cc1cncn1C)c1ccc(C#N)cc1)S(=O)(=O)c1cn(C)cn1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/78.png
79.0,Cc1c2c(=O)n(-c3ccc(F)cc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/79.png
80.0,Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/80.png
81.0,CN1C[C@@H](OC(=O)N2CCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/81.png
82.0,CC(C)c1nnc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)o1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/82.png
83.0,C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/83.png
84.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/84.png
85.0,CCCCC1c2ncccc2C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/85.png
86.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(C#N)cc1)C(=O)Nc1cc(C(=O)NCc2ccccc2)cc(-c2ccc(C(N)=O)cc2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/86.png
87.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)c1ccc(C#N)cc1)C(=O)Nc1cc(C(=O)NCc2ccccc2)cc(-c2ccc(C(N)=O)cc2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/87.png
88.0,Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/88.png
89.0,CN(C)C(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cnn(C)c2)n3C(=O)OC(C)(C)C)c(Cl)c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/89.png
90.0,Cc1c(CC#N)c(=O)oc2c3c(ccc12)OC(C)(C)[C@H](OC(=O)[C@@]12CC[C@](C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)[C@@]12CC[C@](C)(C(=O)O1)C2(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/90.png
91.0,CCNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/91.png
92.0,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/92.png
93.0,CN(C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1)[C@H](CO)CCC(=O)NCCF,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/93.png
94.0,CNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/94.png
95.0,CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/95.png
96.0,O=C(Nc1ccccn1)c1cccc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/96.png
97.0,CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/97.png
98.0,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/98.png
99.0,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC(C)(C)Oc2sc(CC(C)(C)C)cc21,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/99.png
100.0,COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/100.png
101.0,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCCCC4)ccc23)CN1C(=O)[C@@H](NC(=O)OC1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/101.png
102.0,O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/102.png
103.0,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/103.png
104.0,CC(C)(C)NC(=O)Nc1nc(Cl)c(COCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/104.png
105.0,Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1[N+](=O)[O-],0.0,train,../data/images/balanced_scaffold_seed99_Caco2/105.png
106.0,CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/106.png
107.0,COC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/107.png
108.0,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/108.png
109.0,COC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C2(C)C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/109.png
110.0,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/110.png
111.0,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/111.png
112.0,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c2C)NC1=O,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/112.png
113.0,OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/113.png
114.0,COc1ccccc1C(=O)/C=C/c1ncccc1C(F)(F)F,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/114.png
115.0,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc32)c1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/115.png
116.0,COc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(N(C)C)c3C)c2c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/116.png
117.0,COc1ncnc(Cn2cc(C(=O)NCC(F)F)c3ncc(C)cc32)c1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/117.png
118.0,Cc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(N(C)C)c3C)c2c1,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/118.png
119.0,COc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(OC)c3C)c2c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/119.png
120.0,Cc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(OC(F)F)c3C)c2c1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/120.png
121.0,COc1ncnc(Cn2cc(C(=O)NCCF)c3ncccc32)c1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/121.png
122.0,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc32)c1C,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/122.png
123.0,COc1c(CCc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/123.png
124.0,Cc1ccnc(SC(F)(F)c2nc3ccccc3o2)n1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/124.png
125.0,Clc1ccc(C23CNCC2C3)cc1Cl,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/125.png
126.0,O=C(NCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/126.png
127.0,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(CC(=O)c1cccc(OC)c1)c(=O)n2C,0.0,train,../data/images/balanced_scaffold_seed99_Caco2/127.png
128.0,Cc1nc(NC(=O)CN2C(=O)OC[C@H]2C(C)C)sc1-c1ccc(N)cc1,1.0,train,../data/images/balanced_scaffold_seed99_Caco2/128.png
